Champion1,Champion2,Champion3,Champion4,Champion5
45,25,412,3,111
55,157,39,238,64
84,99,91,55,157
90,25,555,131,8
141,523,245,157,28
103,141,142,92,1
518,103,20,84,99
875,86,78,266,103
145,114,157,236,5
143,99,222,16,103
164,98,875,89,23
105,145,90,202,22
16,86,17,117,22
67,120,236,202,145
246,29,39,51,64
420,23,122,83,77
157,67,1,101,105
17,86,166,19,6
55,24,121,105,122
74,202,44,267,35
36,6,86,62,114
20,120,33,28,427
6,99,34,89,63
22,266,498,81,21
122,24,14,39,80
50,63,3,254,17
157,141,517,84,875
24,240,8,266,81
90,43,143,111,110
876,82,99,91,81
54,19,28,56,77
19,238,64,202,67
51,429,67,18,163
84,86,55,518,99
20,555,82,350,266
141,131,102,5,517
104,64,76,246,245
103,55,39,17,157
238,555,412,157,122
9,103,518,43,56
157,86,92,64,24
145,236,104,39,67
245,141,517,131,234
58,122,80,101,114
555,99,50,8,31
246,50,64,110,517
81,141,51,145,25
6,50,143,31,63
55,69,777,21,157
122,11,223,36,64
29,202,45,157,350
60,202,246,18,25
202,222,23,157,22
131,63,84,56,3
412,81,53,202,555
103,238,157,64,67
498,236,412,145,81
82,777,6,875,36
141,238,157,245,84
157,84,777,266,81
75,45,6,11,517
8,64,412,76,59
90,43,412,516,64
84,157,238,107,39
81,236,145,498,51
350,38,18,22,117
523,777,517,240,122
33,86,32,104,36
360,84,246,28,99
202,145,222,81,236
86,91,202,75,141
103,84,157,498,777
106,39,84,28,157
90,103,24,58,63
11,41,5,10,24
24,164,246,104,202
122,64,114,157,67
412,102,875,10,145
17,141,150,45,80
104,24,266,121,60
67,76,145,64,81
51,126,22,202,81
8,412,81,67,150
238,268,202,3,112
115,131,81,518,103
517,122,16,875,64
555,412,64,53,80
117,99,267,142,143
63,25,29,41,22
122,8,82,43,58
6,67,8,82,222
99,498,350,235,16
238,555,202,82,266
360,34,518,21,145
141,157,234,121,107
62,39,106,157,84
119,141,9,104,777
18,222,145,51,202
16,350,555,17,11
122,157,14,104,266
16,240,201,223,107
238,64,91,157,245
86,22,122,24,51
64,245,267,59,60
45,113,157,39,21
412,238,120,53,875
11,89,131,350,267
23,113,412,82,31
145,67,202,110,523
145,81,498,67,29
99,350,21,117,267
145,21,18,22,25
92,8,112,86,38
11,141,157,91,245
121,254,141,113,131
236,412,67,266,51
58,86,266,23,83
112,245,412,99,63
62,157,141,114,103
4,104,222,105,64
145,13,236,81,134
412,98,235,236,113
11,77,19,24,121
202,81,29,67,1
55,266,99,7,41
40,518,99,16,267
84,28,8,161,777
777,24,81,13,39
266,202,145,51,157
112,51,202,236,79
55,119,157,202,84
145,20,29,54,81
777,17,887,141,11
234,876,36,7,39
67,51,222,101,39
103,56,120,18,268
2,236,67,81,234
62,24,875,145,114
555,350,117,99,203
8,157,45,245,114
85,12,53,111,98
497,147,117,111,80
516,99,202,21,6
13,50,104,4,8
412,41,157,64,111
143,57,147,497,235
38,236,4,24,145
103,99,145,350,498
122,157,238,517,266
266,39,84,164,203
114,24,141,164,92
14,98,143,157,54
91,30,3,80,555
145,99,84,39,51
235,81,51,222,236
157,238,84,55,39
141,22,145,51,121
267,31,16,420,60
106,62,75,80,238
101,63,3,83,99
119,14,122,86,121
39,84,103,7,36
86,57,350,24,122
142,33,31,45,78
3,8,5,59,120
37,17,21,147,99
412,25,111,99,517
555,7,84,222,38
84,55,110,50,35
11,103,92,24,10
39,141,164,240,82
32,24,120,64,141
64,92,157,55,107
13,104,201,777,113
38,82,81,238,236
245,238,8,29,13
50,412,40,32,53
99,36,86,25,82
39,134,99,157,84
164,39,266,24,6
99,235,147,37,103
119,22,50,6,134
245,84,39,51,63
89,99,350,16,147
163,92,245,107,236
157,141,102,19,104
53,126,64,84,236
141,35,23,8,24
145,64,163,114,222
81,157,54,145,555
19,99,75,45,74
104,141,59,113,5
517,157,45,555,777
498,112,22,202,51
67,81,119,523,10
28,202,119,104,75
55,5,17,19,54
157,103,84,145,134
246,51,39,81,202
64,157,67,11,22
64,141,412,121,202
202,412,25,101,64
236,40,54,145,81
67,119,238,121,81
39,91,103,81,99
157,38,55,517,122
8,141,157,777,107
157,64,84,875,81
245,157,555,91,141
67,119,19,18,360
412,11,7,35,119
238,164,86,161,14
50,80,14,16,29
360,81,145,21,498
166,55,147,412,25
20,777,28,555,29
17,53,555,25,350
131,24,82,517,75
50,516,20,54,121
55,28,39,82,157
203,32,234,11,20
157,201,54,58,89
350,117,16,99,43
55,141,131,110,555
55,516,99,246,39
26,350,202,235,267
350,267,117,16,104
59,254,120,5,121
120,99,9,427,56
117,16,103,518,37
22,236,85,157,238
64,245,157,114,59
111,37,19,12,32
202,157,86,141,82
99,12,236,111,89
14,875,6,266,82
267,16,45,117,17
55,84,119,157,141
245,238,91,246,105
63,17,777,555,43
10,104,875,266,114
6,24,122,157,82
51,15,22,61,238
41,141,412,234,92
236,517,119,67,39
421,121,84,39,5
11,2,91,77,55
142,555,518,711,53
240,8,122,85,98
84,134,238,13,61
106,157,98,77,48
29,104,63,50,81
37,57,432,89,235
412,516,17,202,1
143,350,117,26,45
245,141,64,157,517
2,145,23,777,33
54,36,6,80,53
145,81,67,119,236
122,58,517,266,23
238,11,236,157,101
141,157,154,20,28
24,13,10,67,38
107,64,29,41,157
350,99,145,267,117
99,25,40,26,235
50,6,266,111,32
21,17,157,84,22
82,122,80,54,86
55,222,145,8,81
55,8,238,91,157
5,17,86,51,11
84,55,122,238,119
45,99,103,555,777
145,81,360,202,236
39,5,41,104,13
141,10,29,38,145
81,202,235,523,51
92,517,24,64,107
120,104,59,30,11
350,16,267,37,40
238,429,92,126,84
245,120,254,106,35
98,555,23,14,13
54,41,141,86,104
157,29,53,55,101
29,526,157,350,41
57,516,54,420,86
523,67,51,254,202
245,157,412,81,39
122,14,45,82,202
50,117,25,26,63
154,35,48,33,56
39,1,24,22,51
35,131,157,11,238
26,555,35,53,29
131,268,245,517,246
122,104,11,35,114
222,555,67,266,121
19,203,9,35,268
266,62,24,122,875
86,24,45,19,120
121,222,51,523,99
99,53,89,235,350
266,555,17,202,36
157,104,64,75,38
141,64,23,24,222
516,82,50,6,98
555,24,54,875,82
67,104,412,60,157
77,64,43,11,81
421,30,104,59,517
81,141,21,105,58
92,104,360,145,164
267,40,25,89,117
518,90,555,154,67
103,21,45,360,51
64,157,238,104,13
222,21,22,99,18
150,222,34,122,84
8,29,112,157,517
136,350,202,223,141
202,81,51,236,1
555,26,43,350,99
518,103,55,145,7
203,14,236,157,145
145,876,141,9,81
39,11,107,102,19
777,86,39,875,82
238,8,122,266,86
420,223,36,83,6
86,17,27,75,58
412,53,147,99,267
145,7,81,236,238
11,22,420,157,24
555,64,51,412,11
59,203,254,104,76
111,81,50,235,147
350,54,518,246,122
157,24,69,8,238
99,89,53,161,22
267,350,99,235,37
412,157,8,64,131
81,101,157,119,238
106,875,555,29,201
20,106,56,82,14
81,145,51,202,236
99,157,84,67,141
59,154,245,89,234
8,141,412,157,555
58,122,19,497,120
222,81,202,67,15
13,7,41,164,517
84,39,7,103,157
518,10,203,145,37
16,43,235,147,518
16,12,13,83,111
21,145,99,222,22
9,161,30,99,80
3,91,111,15,45
266,875,82,122,11
59,11,222,31,23
103,81,61,26,268
161,432,101,201,81
497,350,16,555,12
58,38,23,105,120
20,141,2,120,59
141,79,154,64,53
58,24,12,267,98
84,136,69,121,55
86,99,120,110,82
21,222,19,31,83
35,23,41,38,58
101,39,141,81,517
20,15,145,81,245
141,119,59,24,64
517,81,112,84,555
81,145,84,498,236
141,516,875,59,54
126,517,92,84,157
83,62,143,24,2
157,1,75,11,238
141,86,45,17,517
41,143,35,9,235
432,16,412,43,99
13,98,9,412,11
55,412,17,22,80
517,55,91,202,238
266,10,150,41,164
245,92,777,202,163
516,6,875,164,86
39,517,84,777,64
412,141,111,89,16
84,157,238,55,555
92,67,81,39,51
157,432,119,555,412
8,777,25,141,555
28,9,154,875,21
157,238,777,55,84
81,4,238,103,51
157,238,121,64,107
91,107,121,105,67
122,81,266,8,875
39,55,82,22,246
350,89,25,22,26
21,131,15,54,11
555,412,12,201,497
141,238,131,157,234
350,17,117,147,89
89,106,202,141,103
35,5,77,133,86
238,64,202,24,157
44,50,78,516,63
875,5,19,113,102
245,12,104,64,126
21,110,236,18,222
84,35,350,81,235
157,145,236,202,98
141,122,86,91,22
21,222,10,202,235
157,245,81,497,202
11,92,55,141,39
81,145,517,48,202
98,131,238,164,64
90,111,25,99,63
350,40,99,117,267
10,246,99,875,82
202,222,81,236,145
266,122,164,875,412
157,13,64,84,67
157,517,141,39,38
9,19,245,121,28
145,517,59,412,245
107,245,4,555,90
157,238,64,145,412
267,412,17,25,8
86,63,131,17,111
202,51,22,145,360
267,16,37,119,99
202,164,516,555,80
266,32,106,63,81
16,117,99,350,518
8,412,51,55,157
64,122,238,54,92
246,103,39,517,33
84,37,98,80,32
98,122,32,133,141
202,120,121,24,51
82,86,45,157,20
34,11,22,141,161
107,76,104,8,114
202,236,141,157,81
8,17,157,45,222
25,31,14,15,45
222,360,67,157,110
412,81,51,145,111
82,17,86,157,11
145,67,202,236,37
350,16,23,555,86
117,350,267,99,16
266,157,517,238,11
99,53,11,81,141
157,35,203,143,517
141,56,143,106,28
67,145,23,51,202
55,99,122,39,54
81,59,103,222,121
99,84,39,120,31
122,157,875,555,142
19,64,412,555,266
523,81,145,498,51
157,84,86,555,141
141,245,24,82,17
555,77,75,517,234
114,555,84,17,105
84,103,55,81,39
18,84,76,203,78
67,142,81,238,39
555,25,90,111,1
67,222,21,81,110
39,114,164,13,10
20,53,19,50,17
117,99,235,267,43
90,17,16,235,420
161,143,147,22,350
245,157,141,64,59
245,11,202,555,157
1,58,64,82,117
64,107,4,84,238
517,122,62,86,420
99,121,103,141,120
236,157,119,81,22
266,202,497,555,245
8,164,266,157,79
266,64,555,154,105
11,875,82,56,131
13,157,51,104,101
110,555,145,236,157
421,2,120,164,121
157,8,555,55,141
51,67,43,25,202
121,245,412,60,28
84,55,39,145,157
131,5,24,22,150
6,33,54,20,122
20,36,78,223,86
119,115,28,121,64
41,122,555,83,28
202,91,9,35,7
86,19,202,99,141
99,518,350,201,16
16,350,25,267,99
96,26,83,246,112
99,238,24,91,22
81,238,67,157,222
77,12,31,14,64
39,59,92,157,141
240,24,39,11,67
50,99,11,89,37
29,67,105,101,81
58,875,236,81,202
6,90,61,45,133
29,117,412,267,350
101,157,238,202,27
412,555,267,6,266
145,157,81,429,236
67,222,81,202,110
157,24,99,39,84
122,19,24,104,120
106,24,141,517,122
157,246,92,81,7
55,141,120,34,24
157,99,25,238,777
16,78,143,117,111
202,266,81,51,22
84,103,360,82,122
51,202,101,240,238
35,59,64,161,555
8,55,238,41,157
432,518,99,235,103
55,134,39,236,51
121,53,29,14,412
122,91,82,80,25
122,11,24,91,13
8,17,432,10,412
55,81,67,4,145
81,145,51,245,39
92,107,67,28,555
154,35,32,104,29
119,26,27,53,18
81,59,51,236,64
157,39,122,266,114
25,115,101,111,120
122,555,875,266,8
555,234,254,497,23
82,84,78,86,92
202,15,81,51,21
14,23,9,17,26
92,98,266,106,555
67,202,81,119,145
141,84,238,80,157
55,84,92,39,246
6,82,106,31,120
101,53,54,86,166
145,67,82,58,22
498,145,67,236,5
17,74,526,875,3
101,50,82,267,25
84,64,82,876,104
202,145,51,81,110
99,412,141,202,157
119,20,3,131,45
18,222,51,78,80
245,105,157,412,64
161,157,238,121,236
58,164,57,98,517
157,64,39,13,86
64,81,145,238,39
84,55,157,142,99
141,555,19,99,5
84,103,141,51,235
19,516,106,60,20
96,51,81,99,350
80,166,141,516,106
202,555,81,412,235
29,98,75,67,131
157,50,202,145,236
121,104,157,245,555
105,55,8,24,238
141,498,55,157,875
7,104,157,99,25
90,3,133,13,61
145,360,11,202,86
157,238,39,145,17
39,164,10,114,21
141,157,238,777,20
25,121,236,16,86
245,91,3,98,50
8,90,99,202,245
157,266,24,39,141
497,103,63,53,25
103,145,39,55,21
107,157,119,238,23
114,6,84,145,81
24,555,48,432,497
75,63,122,223,103
145,14,51,29,164
157,39,163,84,516
517,245,412,103,26
246,555,7,38,84
145,39,67,157,81
55,103,86,84,59
5,29,120,121,4
267,99,117,350,89
53,91,114,122,145
10,517,6,136,26
157,238,145,81,92
1,53,12,201,497
202,777,1,84,145
21,99,222,110,15
4,103,17,53,105
516,83,106,266,82
412,111,202,222,555
266,31,10,80,99
121,64,56,120,33
84,238,157,245,246
55,84,121,11,141
164,122,106,516,517
72,33,32,34,18
24,11,75,62,122
75,81,202,101,236
157,777,141,234,238
11,102,164,122,53
23,86,58,75,53
117,23,25,143,497
99,518,111,45,203
14,157,266,112,238
64,236,67,39,11
39,157,266,92,55
122,24,11,234,420
28,61,127,134,202
58,62,122,3,875
29,23,35,77,427
26,555,4,13,412
14,86,51,11,517
157,39,64,122,114
81,157,145,64,18
78,157,412,81,122
875,104,106,222,236
141,75,30,114,157
119,11,121,875,5
56,157,63,37,131
555,111,412,89,25
11,157,266,81,84
99,28,84,103,25
350,16,117,267,89
157,360,131,245,777
157,246,74,5,91
154,75,86,420,53
145,39,240,82,234
51,21,145,523,202
145,81,523,104,67
67,145,81,103,222
202,523,22,236,38
53,555,101,20,12
145,39,69,157,122
92,28,555,245,122
222,238,7,236,67
51,127,74,518,37
37,350,86,147,51
350,99,51,16,117
875,39,114,246,145
28,99,876,350,21
76,56,25,59,53
235,517,25,99,875
40,99,16,518,103
412,498,98,202,81
86,350,37,16,99
75,86,6,63,45
202,222,77,154,106
81,163,22,523,498
555,28,53,99,89
91,245,84,3,8
106,17,59,131,122
202,81,517,157,222
122,55,202,157,82
202,4,9,51,64
28,126,25,131,236
157,39,145,67,2
202,51,81,222,21
238,122,29,35,39
12,201,516,25,61
157,39,55,84,245
238,412,91,7,90
245,50,82,3,63
157,55,84,92,107
4,56,104,5,63
114,58,10,164,122
6,54,518,17,57
157,238,91,92,266
141,91,103,84,412
875,202,350,21,99
86,99,518,80,122
145,18,222,81,51
3,86,89,412,111
8,91,122,875,420
142,24,72,101,235
11,20,126,59,235
103,99,51,518,222
164,83,114,122,106
498,99,555,145,28
67,81,145,10,222
412,45,517,222,19
555,412,53,432,99
45,147,99,497,40
107,64,238,157,84
105,104,64,39,412
141,104,91,145,105
89,53,497,81,40
104,145,7,54,126
245,103,518,91,89
99,876,40,16,51
51,81,202,21,498
83,555,523,875,82
121,92,360,145,157
14,142,202,497,53
57,115,235,497,267
11,24,41,64,56
81,85,18,245,240
238,12,222,39,99
421,122,20,120,79
15,145,235,104,24
99,80,89,53,25
99,89,16,350,37
81,236,145,29,238
238,84,141,98,55
145,39,360,81,157
54,117,99,80,85
99,61,45,15,222
3,142,147,518,711
141,157,555,777,266
145,104,236,81,235
92,23,19,58,114
119,67,145,51,81
80,164,43,254,350
72,223,35,83,141
555,20,157,234,141
131,59,5,38,32
157,92,76,236,67
23,432,202,79,86
25,24,13,75,23
157,238,55,777,64
1,45,61,127,18
202,51,15,145,18
141,266,81,86,517
238,8,55,67,105
37,55,92,28,35
875,157,238,555,266
92,164,412,145,11
6,432,420,29,31
24,8,60,164,64
121,64,154,98,222
1,143,102,203,28
67,51,84,498,119
86,157,6,5,36
6,420,412,99,432
157,105,145,7,39
157,64,61,777,4
157,777,517,84,106
875,157,245,62,555
86,82,157,45,240
51,202,81,21,236
16,40,37,25,267
25,51,99,235,40
39,145,84,133,518
121,28,60,236,3
82,202,234,777,80
29,104,45,145,4
77,8,120,875,266
157,238,875,11,777
245,157,55,7,84
67,81,222,145,157
83,497,14,78,106
412,164,497,39,202
55,29,67,64,92
91,122,64,238,103
11,20,81,142,157
86,35,23,9,141
523,84,22,360,145
119,236,29,67,81
133,55,246,40,127
875,19,10,64,75
86,82,875,53,122
64,157,67,245,236
8,266,55,164,90
266,141,122,82,202
555,53,238,516,81
67,21,12,15,64
105,91,102,131,429
67,29,11,55,119
17,13,4,164,42
142,412,432,555,82
238,777,91,81,555
157,39,164,103,92
75,145,81,235,134
25,99,147,518,498
516,11,24,145,62
517,24,106,711,42
81,145,67,202,51
4,202,143,1,22
421,72,31,9,121
16,412,147,22,99
101,8,29,412,53
67,122,11,777,157
16,37,267,40,350
84,81,126,145,76
202,84,28,121,497
18,523,202,21,235
54,82,86,39,111
234,81,202,141,157
50,98,111,497,166
157,84,81,498,245
157,238,76,77,31
106,11,875,122,37
145,55,157,64,246
141,164,50,517,69
35,41,17,12,80
78,102,1,110,3
103,51,99,22,360
32,53,75,350,36
141,81,17,350,202
141,9,120,11,5
164,23,157,8,145
516,63,6,111,122
14,98,67,17,64
51,119,9,39,7
238,245,412,121,4
115,518,84,517,25
25,45,99,117,350
157,141,236,84,222
2,54,21,53,86
14,29,122,223,876
90,42,6,25,82
17,99,121,141,37
412,50,5,80,350
412,111,497,555,122
39,84,10,59,11
91,84,134,99,350
99,267,40,117,51
112,7,92,412,202
86,18,555,141,50
20,154,113,106,32
90,75,83,11,24
145,81,67,39,202
122,157,114,266,875
22,145,81,51,221
92,53,11,412,64
81,145,235,236,523
20,83,24,36,75
80,875,56,141,54
20,99,5,142,48
99,103,25,43,22
53,25,90,143,89
81,99,7,110,22
141,28,24,11,121
412,555,89,25,111
6,222,51,96,17
91,555,84,141,145
238,91,777,55,99
67,157,92,122,64
266,141,234,238,89
81,145,67,64,91
39,55,518,99,51
141,245,84,555,145
142,67,29,246,238
236,81,21,67,126
25,120,17,33,20
92,114,82,106,86
13,119,60,6,80
89,31,6,111,497
222,412,51,81,157
84,45,157,38,55
64,27,23,86,38
84,103,518,55,350
555,234,50,777,8
6,110,96,56,72
33,222,51,21,202
34,51,222,202,55
238,157,105,86,81
101,157,110,86,202
67,64,145,39,81
145,202,523,112,777
84,350,147,103,67
421,157,120,11,24
51,222,145,18,21
99,16,267,25,89
875,84,777,523,235
92,126,429,555,517
84,147,518,28,235
267,37,117,25,16
157,64,59,56,122
117,412,85,350,28
157,64,238,777,246
107,55,202,238,91
103,267,45,37,51
77,412,80,89,5
145,143,7,62,51
555,202,412,19,67
131,81,10,157,145
51,81,19,15,22
99,7,103,131,67
64,555,99,43,4
1,77,98,58,75
84,157,254,39,777
103,7,202,163,90
51,81,145,21,67
154,22,86,29,15
62,517,157,24,63
99,350,20,117,40
53,517,84,555,45
157,11,517,412,122
24,39,54,50,22
119,18,67,22,145
41,86,64,29,55
10,145,141,134,131
161,122,23,80,24
8,38,67,555,157
55,157,84,64,39
350,235,142,50,6
161,6,78,45,202
98,157,86,58,11
64,126,122,104,238
202,18,99,110,81
157,7,238,64,119
517,777,82,98,75
91,8,104,245,38
235,37,99,267,78
55,141,39,134,245
104,64,59,58,517
45,202,15,67,99
267,16,497,99,25
523,202,14,145,67
22,497,37,6,516
131,145,53,238,6
141,35,63,77,121
25,412,222,81,57
13,103,7,134,84
517,39,84,99,266
22,18,103,222,145
157,350,238,412,64
202,157,75,119,875
555,222,202,15,236
24,141,62,266,122
14,141,86,69,28
121,238,145,59,51
107,157,202,38,8
35,9,58,14,1
157,777,84,238,75
157,84,3,28,555
24,157,39,875,236
104,53,111,875,45
266,82,122,86,24
27,14,350,161,96
157,412,67,64,84
91,235,246,875,19
238,875,121,81,10
99,235,40,22,147
67,21,51,63,15
11,887,234,48,517
84,82,21,86,555
90,164,43,429,518
157,202,266,122,555
67,92,39,55,236
412,143,267,117,99
99,81,51,91,89
412,107,119,164,29
26,16,13,45,37
143,99,16,21,25
10,6,39,235,67
143,245,267,81,25
81,145,5,164,7
41,31,85,6,36
6,33,75,82,420
28,145,498,876,18
21,99,89,75,50
54,412,25,61,115
75,62,875,48,106
875,80,526,12,497
89,117,54,20,350
163,91,99,24,17
45,131,61,6,711
45,131,81,61,21
235,63,555,157,12
99,17,235,90,16
69,51,145,13,21
236,235,145,67,22
119,29,202,81,35
154,64,120,115,103
145,81,523,67,22
84,875,13,82,104
267,99,222,235,25
143,57,111,50,63
421,876,150,114,61
222,81,412,67,145
84,245,81,99,103
875,266,82,92,39
517,875,91,157,86
