Champion1,Champion2,Champion3,Champion4,Champion5
2,121,141,11,5
51,103,121,120,67
92,141,157,39,23
104,121,28,102,157
105,121,28,141,131
39,92,55,99,145
523,164,266,202,203
81,236,523,235,62
37,117,99,350,45
3,157,41,8,84
17,555,28,350,122
86,54,37,45,59
202,119,98,126,145
105,238,38,131,39
84,246,39,81,37
145,202,81,51,67
23,14,122,119,98
245,104,2,240,711
11,14,102,141,67
246,79,64,103,76
145,266,41,104,79
91,58,254,238,157
86,523,81,517,235
35,120,267,103,99
29,81,145,236,555
28,555,141,121,91
122,236,145,67,104
99,142,147,518,25
107,28,69,33,29
122,39,157,84,202
23,58,64,11,45
25,99,40,147,17
121,141,5,24,102
421,64,57,99,223
11,141,64,164,517
76,101,64,96,51
131,245,39,8,238
101,350,38,112,99
203,121,102,254,22
8,64,222,145,91
122,121,266,141,64
235,64,267,16,157
122,266,875,114,82
80,74,82,245,1
119,67,63,81,43
82,75,31,24,36
157,29,96,122,92
157,517,84,238,64
777,29,166,202,119
67,81,145,51,202
235,99,16,518,25
238,121,103,141,157
1,875,245,202,141
107,157,246,55,92
114,141,121,81,104
875,104,126,84,141
22,81,236,235,96
164,114,84,24,8
43,33,3,111,16
53,17,51,99,81
81,22,99,21,101
104,84,64,103,59
91,235,145,11,22
876,81,22,21,203
53,96,119,412,24
142,147,99,37,117
104,58,266,98,119
234,122,875,80,82
163,28,69,121,161
103,134,68,245,81
101,555,104,62,106
53,350,25,15,117
420,114,360,39,526
267,143,99,235,117
432,111,7,161,79
122,84,266,103,114
55,103,238,51,63
412,235,555,40,111
427,107,64,55,121
267,412,117,43,497
114,236,96,22,240
101,235,43,143,63
91,64,157,126,238
145,67,236,51,84
51,222,22,110,81
145,202,15,81,22
105,45,202,245,121
67,24,8,13,145
202,119,523,360,81
122,24,555,82,245
412,81,145,64,875
64,875,7,105,62
134,432,141,51,39
51,84,67,92,145
37,16,143,117,142
518,147,99,1,37
114,39,164,60,121
67,2,64,107,145
119,29,202,55,53
202,145,203,2,236
157,29,81,119,202
777,266,82,23,122
127,34,61,81,18
202,145,498,51,90
202,523,245,18,21
99,145,16,28,222
222,145,22,238,360
91,122,41,266,141
555,517,412,157,238
28,55,254,84,145
427,20,101,19,33
203,10,202,498,518
145,81,236,67,22
145,360,119,221,236
84,777,50,202,6
238,245,104,157,99
245,202,157,555,64
1,63,5,120,77
107,64,59,2,120
238,203,234,76,91
238,157,64,39,777
122,86,82,161,50
350,235,53,99,117
236,21,81,51,145
164,104,157,266,245
235,40,81,202,63
238,13,18,236,157
24,64,62,38,5
268,432,55,235,246
117,16,235,350,234
246,82,25,235,99
350,497,53,117,32
24,64,105,59,517
55,8,29,117,412
266,24,412,58,164
114,122,157,64,55
81,222,114,202,360
145,360,81,412,236
81,236,117,412,145
81,236,51,145,67
55,84,238,142,145
121,2,120,104,141
92,133,14,10,48
58,517,120,91,122
84,81,39,555,235
8,238,105,164,145
105,84,516,887,85
141,234,30,131,64
22,236,15,51,21
876,141,3,6,82
236,79,51,15,81
777,157,69,45,222
238,38,777,84,122
245,157,412,202,86
83,35,17,74,141
32,161,29,121,99
523,202,81,222,51
517,145,7,238,67
119,157,8,202,236
55,18,8,145,29
142,103,518,147,876
106,62,30,203,56
412,111,99,235,37
39,24,104,164,41
24,23,105,887,17
777,75,246,119,86
555,350,35,26,432
145,236,147,526,103
6,24,44,875,102
517,39,81,145,266
350,99,117,16,81
29,157,777,360,84
51,21,235,81,119
6,420,555,36,99
8,268,7,13,164
163,104,55,60,24
56,121,41,266,105
17,86,35,20,48
121,64,104,17,103
5,59,24,56,11
145,81,202,51,15
81,67,145,51,21
53,111,67,236,58
104,517,266,875,121
141,19,121,9,64
222,421,360,29,60
234,887,876,5,25
17,875,2,106,6
517,157,84,134,161
28,142,127,99,25
245,84,246,517,42
8,24,5,121,90
67,145,76,13,164
101,50,63,53,122
84,157,517,777,875
25,21,145,99,29
8,119,38,27,157
67,145,222,96,17
99,498,518,142,84
107,64,122,154,236
14,23,114,58,75
517,7,64,4,84
517,38,122,112,236
29,96,11,121,62
104,203,76,421,154
245,517,55,166,68
37,29,1,15,30
157,63,54,103,86
112,122,75,54,64
202,101,15,81,63
119,350,24,157,164
91,157,555,516,81
122,104,517,58,131
99,267,16,37,40
164,157,7,24,104
99,103,28,145,61
104,5,121,80,106
23,82,518,6,266
11,120,245,121,163
30,412,64,104,56
99,43,412,111,63
91,104,121,64,92
161,246,16,432,56
8,114,120,50,150
238,266,82,75,98
23,266,238,157,122
235,202,523,143,21
61,136,267,147,497
142,16,99,518,350
141,104,5,245,121
25,412,45,497,90
157,517,266,238,122
875,58,6,164,98
40,29,63,236,13
81,131,121,5,234
145,81,67,51,498
875,122,82,86,75
245,64,92,81,101
63,23,111,54,98
266,875,82,11,555
266,41,10,75,164
202,360,21,145,51
119,81,30,15,236
238,41,236,157,119
86,75,36,516,25
157,8,92,107,245
107,157,38,55,39
122,266,62,875,157
497,81,432,117,555
84,498,99,202,246
13,112,16,69,90
39,126,67,64,81
122,82,266,104,64
64,9,131,350,51
875,101,103,99,84
22,81,64,157,145
240,421,96,101,10
80,245,11,56,104
84,38,245,777,45
35,420,48,64,20
166,121,141,154,245
412,497,62,141,120
21,119,498,67,51
498,81,145,236,202
29,11,234,245,63
121,133,119,23,51
98,555,254,86,875
245,157,21,103,875
236,50,22,360,51
157,45,51,119,67
517,131,67,105,236
202,8,238,157,555
875,82,266,122,86
150,51,81,75,133
145,67,81,236,64
11,120,77,154,44
35,121,64,104,53
92,84,8,157,145
117,40,99,51,18
8,92,29,157,69
157,67,202,122,75
64,145,91,81,104
101,25,99,555,98
238,60,5,28,92
4,42,61,112,38
145,92,81,39,498
157,91,236,11,121
267,16,99,25,37
114,266,62,39,58
84,360,3,202,164
64,11,157,121,114
157,234,64,245,60
429,22,145,203,67
246,104,114,84,875
875,122,86,82,3
92,157,119,14,45
1,134,103,31,50
58,114,92,39,64
412,67,236,222,64
18,145,21,51,81
106,80,223,777,122
15,202,51,236,18
555,517,875,119,12
45,84,777,555,85
115,68,131,42,101
157,266,39,122,81
142,103,517,112,131
59,121,55,421,2
53,412,25,111,78
23,30,91,37,55
41,96,202,236,38
517,84,42,7,80
81,145,51,266,523
875,82,266,122,202
104,122,234,41,266
37,99,25,147,16
4,112,103,134,69
121,119,67,236,51
35,427,83,203,75
55,39,92,84,157
104,421,245,60,266
145,81,236,498,202
58,266,41,104,28
164,39,102,267,92
55,238,39,29,64
6,89,111,82,57
98,516,64,154,517
157,777,11,234,67
15,235,498,77,18
25,99,142,117,37
8,157,235,26,69
13,90,112,517,238
432,526,27,14,875
164,126,84,121,517
518,150,142,112,34
92,157,24,54,39
13,164,41,80,79
51,104,145,22,67
266,122,157,875,58
10,50,517,145,412
39,122,86,55,105
157,238,86,77,119
31,86,79,157,64
164,10,84,875,39
238,121,84,236,157
498,145,235,15,22
79,45,101,98,432
81,67,145,202,51
45,54,104,121,76
202,145,429,67,81
246,131,39,84,104
64,122,39,24,104
350,267,16,40,117
64,104,76,60,121
777,517,235,104,7
25,45,84,147,99
112,3,99,39,81
35,55,266,13,4
12,63,58,6,16
11,24,122,86,17
555,53,412,350,235
516,202,360,523,36
350,117,498,51,221
50,114,8,222,80
141,11,122,67,99
107,55,101,7,516
8,38,104,7,245
59,106,254,62,113
420,56,86,238,91
107,202,238,38,119
202,145,51,421,236
92,104,164,114,64
238,157,202,75,122
58,141,83,11,24
145,498,51,81,21
33,28,154,24,121
157,238,555,412,54
875,64,157,164,122
238,67,157,236,145
82,266,122,58,50
30,20,120,45,141
360,142,81,51,202
122,14,39,266,86
86,122,36,82,266
106,6,420,223,36
81,202,74,115,29
157,555,84,145,498
555,516,412,517,86
157,777,51,61,81
86,63,53,25,31
412,58,27,555,141
235,145,432,143,21
11,86,92,122,81
126,38,238,517,202
84,7,145,777,64
58,122,3,875,45
114,777,39,24,157
266,164,777,157,86
17,16,77,63,82
21,110,81,51,254
37,21,99,33,29
104,99,126,19,39
58,24,104,82,75
119,145,81,67,238
555,31,101,516,21
51,150,420,157,82
202,51,222,18,29
887,38,45,8,202
60,81,145,28,141
91,145,81,67,56
35,517,202,90,104
99,28,350,89,518
31,78,98,54,555
99,103,145,498,39
240,141,6,121,36
11,81,54,102,84
145,235,64,234,245
42,134,55,240,69
122,82,238,31,119
523,222,67,202,234
85,518,236,79,498
102,48,421,106,56
51,21,43,202,22
222,236,145,41,22
266,59,64,245,56
104,121,7,38,203
29,35,7,45,84
142,1,518,84,45
121,41,120,79,234
202,51,86,81,145
142,51,99,103,145
50,75,82,202,18
157,777,875,234,82
67,145,81,18,7
7,61,245,84,103
518,555,161,157,412
412,63,64,157,48
240,223,83,91,27
161,157,55,39,238
27,516,75,25,82
91,875,84,86,80
412,111,267,12,147
92,67,81,202,164
11,19,5,48,141
145,7,157,67,121
86,121,77,98,5
238,157,64,41,4
266,98,238,58,240
104,555,157,14,64
81,157,145,202,67
238,157,121,164,122
104,107,121,120,114
39,238,7,84,157
246,39,91,84,82
157,112,238,64,84
45,26,10,41,17
122,82,157,58,86
28,40,103,267,16
14,24,122,104,75
18,145,15,81,21
33,3,120,11,30
119,154,67,55,81
120,106,104,72,64
126,58,10,62,24
267,28,99,103,37
80,245,91,59,85
238,8,103,99,58
81,145,122,99,412
412,81,89,103,246
86,82,50,6,266
121,7,412,105,104
11,120,19,59,98
145,81,236,203,21
25,157,117,412,13
67,64,51,412,157
5,64,9,90,63
14,81,51,39,523
887,518,555,122,114
157,122,67,360,39
90,72,254,106,154
10,55,142,114,39
117,43,20,79,555
360,711,142,246,157
246,84,875,13,238
267,64,254,51,45
154,48,121,412,234
104,64,76,238,4
238,412,555,54,157
10,266,157,235,161
39,246,164,55,875
157,555,39,81,141
203,28,84,254,164
84,10,92,64,246
98,518,92,84,86
245,120,107,9,254
104,234,81,145,121
11,86,62,24,245
119,27,17,10,45
10,516,83,266,41
62,11,875,517,54
67,34,145,360,81
202,266,412,12,98
91,24,81,145,59
21,45,103,99,25
266,164,777,31,82
28,427,412,103,203
122,420,58,82,875
412,122,45,875,82
82,101,17,10,54
518,99,876,7,105
429,202,145,157,360
412,350,267,145,89
114,119,67,142,121
157,64,120,11,141
24,122,92,62,54
99,518,267,51,117
91,5,24,122,157
245,157,105,112,7
92,39,29,157,236
145,106,122,54,246
8,75,45,268,11
36,106,111,29,240
104,92,81,64,67
21,147,110,523,246
235,50,20,18,23
92,131,246,238,245
245,81,21,876,64
245,157,84,11,555
43,134,40,201,117
55,67,145,51,10
120,875,147,9,427
89,497,40,22,53
555,63,9,17,267
64,104,76,60,203
78,32,17,19,75
145,64,81,164,67
8,157,64,238,61
161,45,75,86,82
105,59,145,121,120
102,72,80,24,5
412,40,350,117,518
157,238,266,39,202
34,26,64,45,16
157,64,246,498,412
92,67,81,39,145
145,111,498,360,53
157,236,81,51,67
26,77,106,235,350
21,22,15,81,110
142,103,518,887,246
117,99,16,267,17
145,81,236,69,7
29,360,777,55,222
62,122,236,104,24
55,157,86,104,17
141,157,5,234,236
92,21,114,157,8
107,121,141,104,91
114,164,13,517,58
58,62,236,53,122
875,8,246,238,14
106,875,10,120,36
8,38,67,119,268
141,107,120,58,266
64,141,28,104,2
517,234,887,51,42
238,157,55,777,51
7,157,4,64,39
91,55,142,141,517
238,163,202,427,7
101,99,45,14,81
51,222,18,412,67
111,57,59,412,89
12,161,526,111,267
157,777,84,39,55
92,76,246,145,29
143,89,53,350,235
122,5,19,62,266
89,38,86,23,75
122,157,104,64,92
11,59,99,23,21
91,38,112,80,777
91,145,498,555,203
245,86,58,121,120
238,350,103,145,117
3,157,82,86,106
350,235,81,222,117
21,99,117,45,350
77,33,5,37,120
51,222,202,145,67
412,28,111,25,555
76,245,119,64,1
92,114,58,164,2
81,157,145,67,55
104,64,145,81,76
106,77,64,523,266
37,25,145,202,412
119,17,31,412,497
203,498,222,22,15
23,24,145,8,67
1,157,29,11,238
86,8,22,21,101
81,145,67,25,13
17,86,107,54,75
266,105,91,238,103
141,876,101,38,32
235,25,99,28,16
122,82,54,86,75
157,234,39,84,67
25,99,157,22,63
240,157,122,24,86
105,432,53,136,412
104,13,875,141,157
141,59,105,2,56
8,164,13,69,10
267,117,350,16,39
92,164,13,67,134
157,67,222,64,81
412,555,51,111,145
107,555,55,84,432
110,236,22,145,119
81,145,114,126,523
147,99,350,55,103
157,777,238,8,24
141,245,121,234,76
164,98,114,517,82
67,145,29,64,222
104,202,81,67,119
55,235,245,145,238
101,238,64,11,517
40,202,427,143,104
157,8,238,107,268
246,203,103,84,104
35,86,41,4,875
81,45,111,120,202
203,245,54,141,32
236,64,7,121,4
145,81,523,236,202
122,39,555,266,141
11,19,102,99,56
98,82,79,59,14
876,266,8,10,126
126,164,64,4,13
81,145,51,523,360
89,37,77,81,16
246,157,84,64,134
55,8,202,412,29
18,131,32,777,77
145,157,222,67,16
19,63,141,28,77
81,21,51,22,103
157,266,23,245,24
121,245,157,9,141
80,68,83,58,91
516,266,82,3,58
101,238,161,4,91
21,143,99,9,236
81,202,145,110,236
89,53,45,25,30
238,8,13,11,157
120,412,64,53,104
154,64,245,2,517
164,126,875,114,24
59,67,157,22,202
157,114,75,92,238
99,16,43,117,350
24,164,236,58,64
517,119,55,81,22
122,82,86,266,14
99,103,81,37,134
37,518,21,147,350
350,555,99,28,235
16,63,89,7,67
21,51,43,22,40
81,202,145,498,25
234,141,20,555,517
101,20,223,36,161
875,24,114,41,122
99,497,16,117,111
122,8,777,112,104
145,81,104,245,114
114,266,5,245,145
266,82,6,79,58
887,875,23,14,82
350,117,40,267,16
9,14,154,54,19
141,104,120,28,121
111,117,40,267,412
24,86,20,238,54
67,10,27,122,4
86,122,82,75,36
555,154,516,238,122
36,120,20,32,203
143,350,50,99,246
154,92,238,27,113
67,81,145,523,157
7,104,142,157,126
157,266,141,202,84
92,104,777,114,164
238,67,202,236,22
245,39,254,2,64
106,876,104,517,39
86,104,64,236,8
136,16,29,17,31
360,92,17,58,238
85,8,157,63,202
90,112,8,69,56
45,29,8,420,147
350,16,43,267,114
106,136,63,91,111
22,235,51,21,15
157,76,101,238,35
157,55,51,67,39
18,222,98,10,67
38,98,55,41,10
23,1,11,24,54
350,38,117,99,267
163,103,246,84,136
145,81,412,64,43
24,875,266,122,164
161,40,117,555,201
114,81,24,10,157
157,81,51,236,238
157,24,777,245,131
119,29,236,67,145
134,517,245,114,238
103,121,245,142,157
145,81,101,412,63
145,245,67,236,81
21,523,145,81,22
114,266,131,55,121
157,69,18,105,777
82,122,98,497,24
157,238,58,246,114
81,145,84,236,157
39,114,84,92,164
79,8,58,161,134
64,157,84,238,412
55,875,114,84,75
92,114,164,121,27
119,77,254,101,22
8,777,38,131,157
105,238,777,99,67
111,63,43,25,131
39,517,64,555,41
157,238,777,11,34
99,267,117,37,147
103,91,134,25,518
74,267,35,37,81
8,119,202,48,9
74,555,121,111,82
142,876,19,245,202
106,2,5,51,104
157,82,86,24,875
84,555,107,64,91
141,245,77,164,86
145,236,81,523,67
56,45,15,103,21
157,141,164,24,11
245,63,777,54,30
161,245,131,157,11
8,75,86,69,164
41,14,266,1,59
202,69,163,222,63
39,145,122,64,82
164,266,62,36,13
236,266,64,51,79
81,145,22,51,21
19,102,86,106,876
112,238,84,202,39
121,20,56,161,53
55,157,142,33,39
51,202,64,81,145
45,112,134,72,161
360,222,119,17,67
350,267,3,147,40
51,18,16,92,222
38,3,105,6,8
145,81,236,498,22
78,45,555,117,8
245,8,38,777,157
34,238,64,157,105
121,245,266,157,8
157,555,517,202,29
99,25,117,267,89
39,122,157,131,245
350,267,16,117,99
64,875,266,59,122
69,29,24,8,523
114,157,245,164,92
81,517,92,141,67
122,54,875,82,80
555,15,11,99,24
157,64,238,92,84
523,360,37,39,235
67,157,39,145,81
234,777,157,82,45
103,29,67,99,25
202,85,21,235,40
8,3,80,31,20
120,82,121,427,236
38,10,29,45,131
246,105,51,7,145
157,238,777,141,24
412,63,53,16,497
28,20,45,141,37
8,112,161,875,777
84,21,69,55,104
238,555,523,81,67
412,555,43,157,497
77,421,245,104,28
421,154,203,120,2
412,360,235,555,142
9,1,37,54,89
81,202,21,145,51
6,5,86,59,54
145,236,67,245,157
245,875,517,8,84
11,122,54,24,120
266,14,122,82,6
145,81,39,120,31
24,19,106,240,32
107,92,234,119,104
12,117,350,89,201
107,104,121,119,76
101,166,10,142,31
55,245,92,238,28
432,412,555,43,111
35,121,32,11,77
157,75,81,11,119
875,266,122,54,81
122,120,86,83,82
202,21,142,22,61
51,55,67,22,202
126,51,84,13,134
202,24,64,236,145
89,350,37,235,147
38,157,122,104,91
39,157,84,517,777
157,82,555,234,875
40,267,17,350,32
38,157,80,39,41
58,86,103,55,75
107,104,64,157,92
555,141,14,245,50
67,145,18,236,81
145,236,22,51,202
202,145,67,222,18
84,67,145,64,81
145,887,202,222,777
11,141,154,238,157
555,53,99,17,103
23,98,84,164,81
114,10,61,104,134
254,2,81,106,48
245,157,517,145,8
117,350,267,40,103
8,516,64,517,126
4,81,51,236,145
143,350,89,50,63
266,164,122,126,236
107,113,157,103,8
55,131,84,39,517
75,64,238,101,25
28,157,60,141,39
157,64,11,22,39
875,86,236,21,18
517,20,64,104,245
104,121,141,120,59
236,145,81,67,51
876,81,68,30,412
83,82,1,20,24
99,164,145,67,103
14,4,246,7,104
86,234,63,104,517
5,141,875,412,98
8,13,245,104,112
266,55,876,777,105
99,53,37,555,80
350,28,37,267,55
142,40,16,37,25
266,24,81,157,105
35,91,114,27,62
90,3,238,127,518
21,101,134,81,82
122,157,555,31,106
106,42,876,30,28
81,119,145,236,360
64,777,104,876,157
67,51,119,29,145
39,11,67,16,15
37,40,201,350,117
111,44,20,117,350
42,7,517,84,234
161,112,245,555,115
114,164,119,84,39
78,245,81,48,59
121,69,103,58,5
84,157,103,234,245
51,99,360,114,875
11,120,157,59,54
7,84,134,103,61
119,145,38,51,236
114,76,39,266,131
67,145,236,498,104
8,38,90,69,82
523,81,10,86,145
83,75,122,82,63
82,36,86,106,6
99,147,16,142,25
89,114,412,53,54
99,21,350,117,145
412,64,89,432,555
81,157,84,523,222
104,517,81,39,777
145,89,202,117,51
92,64,60,120,245
35,235,101,29,143
69,350,40,37,117
268,245,101,238,102
39,20,141,103,134
157,38,238,236,67
91,56,54,86,4
13,236,51,145,81
145,67,114,24,122
412,82,122,75,106
64,157,39,145,81
6,82,875,106,29
67,145,498,114,18
5,98,9,234,236
107,91,104,38,29
147,37,350,40,360
145,67,81,2,91
92,412,157,67,64
101,235,21,516,523
55,131,39,61,777
23,86,24,157,75
114,85,150,10,412
86,21,54,57,17
121,11,122,157,64
517,238,157,236,104
82,420,16,43,54
145,245,517,81,266
67,21,145,236,39
81,67,202,236,22
4,35,112,59,10
81,412,22,202,236
24,202,161,119,266
117,350,245,267,99
22,81,145,21,236
202,245,28,876,121
20,45,16,81,518
8,38,517,157,245
92,122,157,360,236
516,85,84,39,14
523,69,51,34,134
555,145,235,10,22
78,39,14,266,104
99,142,267,103,45
98,238,157,875,236
141,104,11,121,102
350,267,40,60,117
121,11,238,81,145
69,555,121,254,67
13,10,112,110,498
58,45,22,24,14
64,76,104,238,81
202,235,31,67,221
154,107,92,58,121
54,122,67,81,412
145,81,22,29,236
157,39,238,7,236
131,203,56,59,254
121,267,99,64,145
21,99,37,117,16
14,875,412,154,421
145,39,497,7,238
117,350,43,16,103
157,55,141,8,107
64,238,81,157,266
51,145,103,84,22
77,56,106,48,57
523,412,235,51,12
69,67,25,68,29
121,517,56,7,38
122,82,157,141,11
517,222,555,55,145
111,235,141,89,56
10,39,202,102,267
236,81,145,61,13
81,145,523,498,236
235,202,523,145,96
17,119,236,75,523
164,24,120,122,59
62,84,103,777,75
84,5,157,39,518
83,20,31,74,141
202,236,29,28,81
238,777,517,39,7
412,53,235,119,89
350,267,497,518,117
267,350,111,1,53
122,75,24,82,83
360,54,120,3,11
8,54,141,86,53
77,119,875,48,23
98,497,64,145,236
54,111,99,89,145
24,20,141,81,238
267,51,111,89,57
99,22,103,25,267
240,82,157,86,164
202,145,40,81,51
10,245,104,350,777
20,245,105,60,80
523,22,145,51,21
202,141,157,99,110
120,64,154,127,134
11,777,245,157,55
63,517,777,420,84
14,238,122,516,84
107,104,141,59,234
39,84,266,101,145
164,516,106,23,75
50,8,145,131,888
81,51,236,113,145
98,82,86,875,122
555,20,141,29,75
412,64,101,267,121
427,113,104,141,102
1,131,90,63,56
81,235,412,516,82
157,122,51,9,80
64,67,236,81,523
2,3,113,59,157
222,99,163,67,103
104,107,112,91,121
157,64,126,81,145
64,35,238,157,777
266,157,777,240,8
43,89,45,111,25
59,63,80,54,122
238,517,91,266,121
99,64,517,103,157
99,61,131,3,78
10,21,104,24,22
28,141,20,121,203
67,145,81,222,236
145,17,114,81,350
92,157,20,62,39
21,875,157,145,235
141,24,98,157,23
25,350,267,117,16
119,498,157,51,39
145,29,236,67,360
122,238,157,82,64
122,58,245,81,238
555,99,75,107,202
875,77,86,202,122
68,114,80,112,126
51,22,222,21,350
119,412,22,11,60
555,412,497,518,117
245,202,81,50,63
412,103,64,161,555
69,13,122,27,45
64,421,7,81,79
104,39,164,517,122
157,64,412,104,141
27,427,54,36,350
145,236,523,81,222
145,67,236,114,101
245,75,24,157,23
98,245,875,141,67
157,55,84,238,92
21,35,12,202,120
202,555,62,238,266
119,202,81,51,157
157,777,55,84,61
777,105,157,238,104
35,412,141,157,24
106,76,64,2,13
157,103,83,99,518
86,875,98,82,122
78,203,876,59,121
105,114,84,145,39
67,145,202,81,360
412,497,555,432,79
157,122,517,24,238
10,51,81,235,22
5,122,234,157,64
60,64,104,76,120
55,69,103,131,134
157,91,104,120,107
92,114,17,157,55
64,30,104,77,245
69,104,82,134,38
350,117,143,25,147
234,238,104,64,55
64,875,154,4,32
202,105,121,22,236
119,30,145,40,98
4,157,14,145,12
19,121,24,555,141
55,222,145,119,498
254,876,20,64,102
412,350,99,98,201
234,266,22,39,64
106,81,53,222,111
107,64,119,236,55
61,16,40,267,518
412,64,81,21,420
7,103,99,28,142
143,40,267,25,412
99,51,145,222,21
222,51,21,145,267
238,55,555,35,202
154,102,96,57,32
67,145,157,8,81
157,41,7,266,84
64,157,18,67,11
245,105,8,103,17
21,518,13,99,39
236,75,106,64,875
517,266,126,81,150
154,41,122,141,412
55,235,67,22,112
8,119,157,112,24
78,99,106,86,114
67,29,222,145,498
238,91,55,157,99
236,51,145,81,498
202,145,41,67,81
555,80,412,98,99
99,16,43,28,145
55,107,41,39,7
31,6,58,133,11
141,11,86,555,122
105,39,92,84,33
157,238,122,145,84
164,114,98,54,202
157,9,11,119,102
99,147,103,40,142
59,245,104,2,120
246,238,777,875,91
29,236,145,51,523
420,11,33,141,99
55,28,99,246,147
122,202,81,67,91
114,68,11,110,42
350,117,142,99,16
122,121,238,7,101
122,202,63,112,11
101,37,69,161,103
117,350,99,45,40
105,24,122,11,7
164,84,114,24,236
45,63,147,161,99
412,555,111,39,517
161,238,103,101,38
145,350,117,25,67
157,777,238,45,221
67,523,202,69,119
235,412,8,81,82
235,69,22,81,145
78,85,136,16,555
203,141,45,82,6
35,37,350,29,235
121,11,254,64,54
157,19,555,31,141
101,105,103,157,350
35,57,43,143,412
122,82,24,8,86
164,10,517,145,8
89,235,141,78,43
143,25,127,99,164
3,111,53,83,516
114,24,78,23,17
27,77,48,119,201
875,82,75,25,99
141,20,875,122,19
245,53,240,64,103
64,120,236,68,75
875,266,238,64,245
64,122,875,62,114
245,141,120,11,121
157,555,82,120,64
245,64,79,120,131
81,22,51,145,202
412,53,117,111,99
81,131,222,235,117
517,238,236,84,7
106,266,82,875,516
114,24,122,266,80
6,82,154,30,115
157,245,517,39,82
120,236,202,145,523
111,201,37,3,267
81,51,67,236,145
350,40,117,16,412
81,145,17,110,202
266,104,21,126,58
81,202,51,67,145
57,37,74,16,111
222,67,202,145,15
64,267,412,236,145
84,92,76,103,21
59,48,80,54,350
555,238,157,82,55
222,145,21,67,202
63,80,79,64,48
107,91,28,86,517
234,412,254,57,24
236,145,81,21,202
141,245,202,81,106
114,67,81,145,91
3,101,99,31,81
122,64,104,246,62
236,202,81,41,104
164,84,246,51,412
143,89,350,54,63
16,117,350,25,99
91,157,92,84,517
105,157,246,89,517
51,81,126,145,236
145,236,21,67,202
107,29,58,266,104
141,98,64,161,28
92,64,412,107,41
203,103,518,102,131
412,89,59,53,111
203,69,92,38,107
7,145,67,163,22
84,103,134,157,39
11,234,64,20,517
157,238,236,39,104
40,350,432,16,117
35,23,517,75,24
55,38,350,29,145
45,74,90,115,120
119,90,12,92,117
82,11,89,154,141
101,53,555,154,35
266,58,75,82,111
238,67,7,81,51
161,84,142,157,8
238,157,7,39,29
122,875,19,8,266
101,84,112,103,63
21,145,51,67,18
555,157,39,154,119
81,202,51,145,18
69,134,7,13,145
8,101,107,432,55
67,64,104,236,145
62,91,145,157,122
238,887,555,157,121
119,107,104,555,51
24,58,39,8,23
99,412,31,20,19
55,246,238,84,157
236,67,64,157,202
157,45,104,50,64
55,131,19,53,84
117,412,34,16,37
64,412,427,555,141
164,64,246,157,141
35,875,235,147,555
350,117,111,99,89
266,246,11,157,121
60,20,427,203,2
104,30,64,59,202
8,69,112,131,498
202,516,235,222,17
8,21,157,99,238
350,99,37,117,25
412,53,12,267,497
203,60,30,64,77
523,92,112,67,887
119,67,202,157,104
122,33,86,82,120
