Champion1,Champion2,Champion3,Champion4,Champion5
412,67,157,141,238
81,145,21,245,222
64,104,76,238,412
81,145,67,64,412
55,64,157,81,53
122,157,55,238,360
421,163,203,77,76
126,164,106,39,8
67,81,412,222,145
240,154,81,67,164
412,117,81,64,67
12,111,236,53,412
517,238,64,84,711
555,53,412,43,81
64,76,157,59,107
136,4,134,268,81
238,81,157,236,7
145,81,202,76,236
157,238,64,67,81
81,99,89,53,16
238,91,84,246,517
99,63,120,30,53
64,81,236,202,222
145,360,39,81,67
122,67,238,92,131
145,81,67,157,238
145,523,202,81,222
64,122,121,58,11
34,81,7,101,777
80,14,412,12,57
127,518,13,223,240
122,64,39,84,412
104,64,157,76,120
421,203,245,98,64
555,58,64,7,76
104,245,141,64,30
76,62,102,7,32
254,154,223,54,53
412,555,41,432,64
39,266,106,517,164
37,427,25,143,20
91,238,112,202,8
114,245,64,89,432
10,14,106,235,31
81,222,429,22,15
39,4,61,236,112
64,53,81,43,79
112,268,43,81,126
81,236,157,412,64
60,421,203,145,76
39,58,126,57,875
14,268,80,3,19
60,103,101,254,131
246,103,126,266,105
526,518,350,711,147
64,145,523,157,81
136,236,117,39,7
126,412,201,238,236
517,777,64,81,236
240,164,80,98,114
58,68,54,238,4
91,238,41,157,21
84,777,238,202,157
8,126,81,266,164
246,238,91,236,517
412,101,4,25,89
64,60,7,412,238
120,157,64,105,30
154,106,245,104,234
9,60,28,81,121
157,245,64,92,41
91,238,55,107,517
164,84,114,62,236
27,16,89,54,57
157,92,67,238,64
246,69,421,141,7
157,84,39,64,81
39,145,81,64,157
31,80,53,25,121
266,517,106,54,126
245,62,105,254,101
157,81,236,67,145
875,12,26,43,497
81,57,154,55,117
104,421,64,120,106
30,28,76,107,120
555,23,53,122,67
145,51,498,103,202
875,41,82,58,106
81,202,412,236,67
157,412,133,76,81
81,236,145,39,64
92,69,238,55,67
145,67,81,104,236
122,67,11,777,114
238,55,8,35,245
81,236,145,92,22
157,92,517,64,84
246,81,429,51,202
84,7,38,121,39
57,164,83,31,79
117,43,350,12,91
107,157,64,81,14
81,202,61,236,22
64,104,76,120,11
39,517,236,429,126
240,64,80,246,62
875,145,58,81,84
222,81,145,21,107
81,236,67,145,498
141,126,23,107,104
157,64,59,238,67
266,240,106,517,421
21,22,145,141,555
81,202,236,51,79
2,266,157,142,64
84,7,238,39,81
11,72,98,20,427
85,240,81,68,236
157,238,75,81,64
64,145,67,43,412
412,64,81,236,432
523,81,145,51,236
25,99,53,105,98
55,99,90,103,412
202,81,145,236,360
875,64,59,245,240
53,7,412,92,555
523,360,236,67,145
122,13,157,412,30
96,81,61,412,222
126,164,41,150,84
41,126,64,92,39
39,28,35,41,64
238,114,81,55,67
25,80,16,32,54
81,202,67,222,64
81,67,53,142,145
81,145,67,236,498
64,60,203,421,236
64,516,157,266,98
157,64,81,236,67
64,81,142,157,238
103,105,76,107,236
104,145,202,498,110
164,126,114,236,266
202,14,150,245,236
114,126,887,777,85
3,157,236,234,67
1,555,240,12,117
131,62,68,245,8
114,79,17,53,164
61,8,4,81,43
57,432,89,3,12
412,53,12,555,98
64,61,79,120,4
4,40,61,51,112
81,51,67,523,22
64,266,412,157,154
24,64,81,236,105
412,81,53,67,142
64,67,104,81,236
360,78,50,39,147
63,25,30,89,201
91,30,84,105,4
412,53,3,12,43
234,104,120,203,254
9,421,105,16,64
412,117,25,12,111
36,41,555,2,202
157,238,11,134,4
17,105,32,268,121
117,99,67,81,89
25,67,81,222,15
61,60,4,412,76
412,3,517,235,202
120,104,64,245,5
39,28,157,64,81
266,157,875,64,238
777,80,157,238,711
64,245,120,234,76
143,92,89,17,11
164,126,39,92,266
412,497,202,516,81
222,145,221,67,202
84,166,101,92,517
142,246,91,55,64
202,81,236,67,145
201,105,238,412,111
26,50,154,68,127
64,157,76,238,412
81,202,145,21,51
150,164,117,412,43
64,157,236,81,238
7,517,134,61,39
222,81,145,360,67
39,238,517,157,126
161,51,86,36,25
64,245,412,60,163
157,92,81,55,107
76,114,81,238,517
126,39,64,104,777
81,104,64,61,145
30,35,8,4,81
157,64,266,39,92
432,81,518,42,101
412,53,12,81,43
81,145,67,55,157
58,2,24,126,136
222,67,40,81,15
91,157,238,245,555
498,67,54,35,202
142,7,38,64,55
420,27,517,516,254
53,238,201,157,412
89,412,875,12,526
267,74,117,161,16
164,41,76,240,126
67,64,81,157,236
412,64,91,81,245
84,39,875,126,236
145,222,55,164,99
39,777,104,157,92
240,80,14,82,8
67,236,145,81,64
145,202,81,222,523
267,117,40,89,16
202,875,64,516,54
267,117,51,40,67
23,236,711,517,80
29,67,53,35,81
412,157,81,55,142
202,81,236,110,64
412,53,117,267,74
64,39,35,517,76
245,68,421,114,268
245,141,104,64,777
142,517,39,81,64
64,76,60,104,81
523,360,145,81,222
81,236,67,157,145
238,517,236,145,360
69,164,39,112,84
55,39,64,104,84
81,236,112,38,21
41,23,82,120,57
92,39,64,145,126
60,523,222,64,163
142,9,222,202,60
555,412,53,81,64
154,113,91,5,10
117,268,68,55,131
64,141,104,245,76
6,1,17,86,202
555,107,268,202,112
64,107,157,76,112
30,876,76,5,60
35,141,555,203,121
78,98,164,64,421
412,236,81,202,64
55,13,245,142,516
131,28,82,36,38
111,12,157,53,81
202,104,7,55,141
238,39,55,157,777
111,555,53,101,238
104,112,81,26,238
81,236,523,145,64
64,60,35,104,203
67,222,145,81,236
60,412,126,9,85
41,78,75,122,7
427,432,147,497,1
40,99,117,267,147
10,157,82,112,234
26,53,11,412,427
7,22,412,53,17
121,245,67,91,51
203,163,76,30,121
64,234,104,76,245
7,238,236,81,134
267,99,40,64,117
79,115,98,1,412
202,110,222,145,429
81,157,236,53,67
92,81,429,51,18
120,59,245,113,60
412,12,117,350,89
245,104,39,517,203
119,236,126,39,4
145,81,202,22,20
141,555,202,91,121
164,39,58,497,150
76,64,60,104,5
222,145,104,81,202
7,246,4,84,142
222,81,236,57,22
60,15,236,67,64
76,64,104,5,234
61,131,134,25,117
76,64,412,104,80
157,81,67,11,245
142,202,201,236,523
81,236,222,64,498
64,81,412,157,202
157,107,150,64,25
142,246,91,517,39
67,236,81,429,202
16,89,55,25,12
7,268,39,157,4
78,875,154,266,517
81,516,236,145,114
39,114,92,157,240
246,91,92,105,238
104,64,120,76,876
234,51,25,81,360
67,51,222,145,202
89,143,43,79,20
84,104,236,64,39
64,104,246,234,81
268,157,81,64,103
92,7,105,61,58
62,81,245,202,223
55,81,236,64,412
526,117,89,32,79
64,104,236,92,157
223,235,131,111,43
13,202,245,64,523
245,81,145,64,142
523,39,266,164,236
77,53,9,104,30
164,142,99,43,16
64,107,59,51,236
84,875,150,164,58
117,99,43,267,21
145,412,51,81,61
51,81,222,202,145
17,43,154,90,25
64,236,81,157,12
76,412,15,126,203
41,99,875,86,67
98,777,107,164,517
236,81,360,235,22
81,67,145,39,7
145,64,523,81,517
104,5,28,91,64
69,34,80,51,67
107,64,163,131,60
245,40,497,53,89
4,202,81,236,98
412,111,25,48,267
104,64,60,76,30
81,412,236,53,13
875,106,122,82,555
11,64,157,55,81
267,161,16,117,89
81,145,236,523,104
3,238,63,157,80
412,89,12,111,131
23,24,81,236,11
350,147,117,202,55
245,157,202,3,517
67,523,81,222,39
67,145,81,498,222
145,360,202,21,81
39,157,517,81,777
412,81,236,51,15
20,245,154,141,131
236,145,81,12,2
432,235,78,555,20
157,92,91,64,238
81,53,412,23,236
429,7,246,236,145
81,412,145,64,236
28,157,122,141,517
98,75,16,412,64
131,246,518,711,266
875,777,58,236,122
64,60,117,79,245
81,222,145,21,360
79,81,98,51,7
234,64,104,360,236
64,39,104,58,2
81,412,67,222,53
875,266,92,126,104
518,34,81,222,711
76,234,142,64,711
64,76,59,104,246
112,92,98,126,13
412,12,7,117,111
64,157,92,79,412
266,122,39,92,164
145,360,81,236,117
412,51,64,81,99
141,64,86,157,39
103,64,69,245,238
81,67,145,51,92
89,111,43,12,15
67,236,81,203,145
57,9,267,25,412
711,112,45,43,120
92,234,114,266,58
89,58,202,43,112
5,89,412,111,53
163,76,7,81,60
64,104,517,76,245
64,81,157,412,104
143,161,63,74,101
64,92,245,39,360
145,81,236,22,222
55,103,101,61,54
412,157,67,13,81
81,236,202,67,145
114,126,266,164,79
887,164,77,114,102
157,39,114,84,8
555,412,12,157,64
43,143,57,25,235
266,13,84,126,41
64,67,81,157,236
81,202,18,7,96
64,238,67,121,157
105,3,39,84,238
117,350,40,267,16
236,523,145,81,22
92,122,245,240,164
64,234,76,104,131
412,497,43,117,526
245,114,133,126,236
38,234,235,101,112
57,11,20,43,81
112,64,157,126,238
157,81,360,236,145
64,141,157,76,58
81,523,145,67,222
497,32,40,51,223
157,67,412,64,101
9,11,45,12,80
150,164,86,85,412
517,58,875,266,64
360,145,222,202,81
51,67,157,114,122
4,81,61,163,38
92,412,84,64,67
64,76,60,203,39
3,81,412,84,64
236,523,360,114,38
245,119,157,236,29
4,64,7,76,238
64,104,76,203,30
11,64,112,157,432
81,145,64,412,360
53,412,64,497,555
45,235,21,51,222
145,81,222,115,110
39,517,126,64,157
33,420,56,126,28
157,145,236,81,39
201,121,126,64,157
145,81,360,222,235
245,81,202,523,76
55,246,76,39,238
412,91,117,12,28
360,122,777,81,145
145,81,222,236,202
64,67,236,412,202
44,11,5,54,80
53,412,150,89,157
121,64,113,114,11
157,245,141,777,98
114,133,23,80,105
112,777,7,103,101
34,64,60,76,131
64,76,104,876,5
64,76,876,104,120
412,201,57,12,25
240,114,157,8,45
4,84,38,45,67
236,126,164,266,238
157,81,64,202,145
245,238,777,234,81
35,120,104,245,876
60,163,141,5,121
63,81,163,61,59
117,81,412,67,76
427,432,21,43,876
555,412,53,80,12
142,84,517,7,39
41,202,236,18,145
62,64,2,105,122
81,202,67,145,236
145,81,157,202,236
35,24,432,79,157
238,61,246,39,157
67,51,235,81,429
64,76,111,60,89
117,350,147,99,267
64,141,60,51,8
81,91,39,92,103
76,60,104,421,64
35,91,245,39,4
236,777,105,106,157
245,104,114,2,876
84,91,777,80,157
360,81,145,222,236
8,101,150,154,777
238,157,777,268,8
164,221,202,81,222
420,350,267,17,16
432,121,81,22,53
412,432,114,89,53
268,64,111,235,12
81,202,236,51,145
202,222,61,81,145
122,266,39,157,14
35,84,7,412,76
81,55,412,145,157
64,81,145,222,76
432,28,421,51,81
516,82,6,98,245
166,143,64,53,60
53,412,101,25,40
236,145,67,64,81
81,236,145,412,202
142,555,202,101,412
7,157,517,64,266
60,76,56,102,7
157,64,268,150,245
117,89,40,25,350
76,427,202,150,81
142,412,202,238,350
51,81,222,22,67
202,103,67,498,81
81,236,34,115,25
234,523,517,236,57
412,12,497,223,67
64,163,60,104,81
2,92,67,64,58
81,67,360,64,145
145,110,236,67,81
58,164,266,114,62
238,9,246,141,161
99,202,498,142,22
145,81,236,51,67
31,266,150,45,81
40,117,16,350,142
236,202,412,119,67
8,69,777,45,38
34,4,61,101,142
26,40,117,25,99
64,412,157,67,92
412,111,89,53,12
234,245,38,777,121
64,5,104,203,120
111,81,25,412,89
60,64,105,7,876
238,41,266,104,54
25,103,16,147,40
145,114,84,67,81
21,99,92,50,74
157,81,67,222,236
98,126,114,39,85
81,67,222,202,236
64,104,120,421,60
421,412,64,157,11
76,53,64,157,105
59,82,56,122,58
91,4,157,121,67
245,517,131,104,875
360,81,145,498,18
147,117,81,22,523
81,145,222,360,523
30,131,13,61,222
235,57,29,127,104
3,268,13,61,115
16,432,57,53,25
412,12,201,43,111
164,39,76,266,64
64,104,245,517,76
145,81,202,222,51
81,51,412,202,21
84,157,81,39,64
142,157,39,80,103
157,39,64,432,107
876,412,81,222,126
64,84,39,104,126
40,117,16,99,147
22,126,37,56,98
17,412,157,64,75
157,92,38,81,69
81,202,236,145,64
89,12,111,497,412
81,4,103,202,236
201,12,412,32,111
497,12,79,81,89
246,240,45,412,120
104,64,245,76,26
64,412,53,497,12
236,145,412,81,42
157,64,81,236,145
126,81,15,222,76
121,245,122,60,114
98,64,122,24,164
50,28,202,81,245
64,412,60,59,79
12,98,111,497,54
145,81,64,51,222
121,45,17,20,11
81,145,202,222,360
22,236,81,67,145
245,81,157,555,238
67,39,112,157,38
222,21,20,67,145
51,81,64,202,360
11,234,86,23,24
238,64,412,517,134
64,76,104,60,81
9,16,20,420,102
555,84,64,238,157
114,157,112,39,67
517,112,64,84,131
202,145,523,222,81
99,142,103,222,81
516,875,150,58,266
55,360,711,103,236
1,412,89,32,64
62,33,51,202,81
164,79,126,58,39
105,38,13,126,91
238,81,112,114,7
23,39,27,75,86
104,64,76,120,876
61,81,4,126,236
60,236,81,67,2
67,202,777,81,222
113,122,98,39,85
20,76,33,202,113
112,4,45,61,90
78,74,518,157,163
523,222,81,360,145
6,876,20,28,121
360,157,67,81,64
81,202,238,104,51
92,64,412,11,53
59,64,78,3,60
55,145,84,517,238
164,39,58,84,777
246,105,84,89,517
81,145,67,202,236
122,157,164,81,875
4,55,107,39,84
266,58,517,84,875
8,35,103,105,517
35,64,104,76,121
34,17,107,103,24
523,145,203,67,81
166,19,101,121,235
92,54,75,126,114
81,76,145,777,236
238,81,67,266,145
81,235,523,360,145
157,145,67,122,81
39,7,517,104,84
80,91,246,245,41
103,99,117,55,40
99,21,22,25,45
81,11,360,145,236
142,64,121,78,43
350,28,99,117,16
235,37,112,81,18
64,60,238,245,120
91,38,69,4,777
81,64,236,59,4
67,157,81,145,29
115,117,67,145,51
202,523,81,222,145
76,67,114,13,498
104,126,76,64,92
81,145,236,22,21
81,429,22,18,498
69,163,81,7,412
104,81,164,266,876
164,202,11,157,875
38,777,238,245,112
50,98,80,122,516
80,245,104,120,60
412,43,81,53,41
81,145,429,22,236
777,234,875,517,221
117,412,115,51,201
238,81,4,236,517
92,13,266,39,64
81,92,55,157,238
157,64,412,238,92
107,157,412,67,154
24,121,59,81,105
142,64,81,79,7
876,104,64,111,412
41,523,81,145,22
517,84,7,777,104
64,76,234,131,412
412,43,81,432,236
81,236,202,126,64
81,64,236,104,60
117,16,40,267,25
11,76,16,157,92
222,103,81,145,201
64,76,104,246,131
145,81,360,18,236
81,145,67,15,236
154,412,61,21,222
517,126,360,238,91
92,164,114,126,39
145,76,236,81,202
64,104,245,517,157
122,58,98,27,54
92,157,39,236,64
81,7,4,145,84
145,81,44,222,11
126,114,266,39,150
145,81,67,236,202
236,64,202,81,145
223,98,67,117,238
555,412,81,51,43
245,234,777,98,157
55,107,157,92,11
80,31,105,5,876
157,55,114,84,238
91,112,143,777,61
74,68,23,82,58
39,92,84,67,81
99,235,98,25,117
60,64,777,517,234
350,99,89,147,51
64,76,104,517,81
64,76,104,234,876
64,107,12,238,157
145,222,67,51,53
201,43,12,117,89
3,81,64,157,236
236,145,21,202,67
20,154,53,86,54
114,84,126,157,266
222,145,81,22,51
145,222,7,236,64
412,111,12,64,59
81,145,421,498,429
236,145,67,81,157
50,44,81,202,102
412,111,53,89,33
238,777,517,39,235
777,234,157,517,238
117,267,16,103,350
157,64,238,236,126
81,21,145,67,360
64,421,245,157,81
523,202,84,145,81
136,4,91,64,98
121,79,120,24,64
104,64,68,79,81
238,91,157,7,555
412,64,157,238,67
245,246,91,238,105
64,91,67,163,104
28,60,104,163,245
107,150,266,55,122
64,121,81,76,245
53,412,104,12,81
120,421,876,59,122
30,202,89,121,53
238,81,8,105,145
81,238,91,202,157
238,84,7,39,517
119,41,13,360,236
141,91,122,157,11
107,157,104,238,64
81,22,64,145,498
150,41,517,14,126
58,120,104,106,79
238,246,39,76,84
81,145,202,21,360
76,64,122,104,3
76,7,222,202,104
86,223,113,57,54
12,412,89,164,117
39,64,58,104,106
101,25,111,78,268
61,517,777,43,13
103,157,64,51,267
497,99,142,412,53
58,35,266,112,236
64,875,164,517,79
523,81,21,202,360
412,157,64,81,236
81,67,64,236,145
81,157,64,67,76
120,141,234,876,19
107,164,266,126,420
131,245,412,61,64
59,150,64,245,81
92,266,84,238,126
81,145,236,51,202
98,14,90,41,86
107,68,245,92,157
104,64,234,245,141
120,39,14,114,266
43,432,117,223,40
131,777,238,84,234
145,202,429,81,22
412,64,157,53,80
360,81,202,145,67
64,117,76,81,67
145,81,236,202,222
238,84,777,91,39
421,141,92,64,223
145,81,523,360,64
5,104,78,154,28
163,412,202,79,526
19,31,1,53,80
39,84,126,91,517
126,84,134,39,80
55,777,517,39,84
711,245,268,112,517
126,517,98,81,238
16,53,114,350,64
236,145,164,81,114
81,412,64,145,236
11,122,91,59,98
84,517,7,164,126
238,157,84,7,777
412,81,145,222,67
81,67,238,64,4
154,40,143,43,25
412,12,64,53,92
238,157,81,64,4
875,266,238,141,268
421,60,64,76,104
238,91,64,777,80
157,360,81,145,777
24,64,89,412,53
64,76,104,234,203
64,67,81,236,157
78,32,45,51,81
53,7,412,64,92
22,412,67,202,81
64,81,202,236,523
122,238,53,64,246
40,60,497,43,113
104,76,64,245,517
35,64,76,157,67
91,7,121,103,105
120,60,2,79,876
202,81,67,236,51
103,64,39,59,81
145,81,51,67,236
145,81,236,67,222
64,412,234,117,16
111,53,875,432,78
119,236,517,81,4
517,4,38,246,7
64,84,141,2,777
81,91,34,221,166
143,16,117,43,37
164,64,81,67,157
150,98,58,85,14
523,22,202,429,81
777,517,157,81,8
64,104,11,2,79
7,142,4,236,64
238,145,21,236,64
35,64,53,101,143
64,127,777,24,30
246,105,777,238,84
117,267,16,40,37
81,161,51,236,15
64,266,104,11,24
157,238,236,81,67
150,58,126,164,62
412,64,60,421,150
35,19,62,157,53
91,38,69,117,222
76,104,60,107,64
350,11,421,517,516
412,432,79,201,40
64,238,91,157,360
92,238,39,126,268
432,497,236,81,67
126,39,164,84,64
145,360,81,222,69
238,4,61,268,53
412,64,157,81,53
56,157,202,133,81
114,517,142,887,42
245,266,157,777,80
59,103,64,81,85
122,39,126,875,517
33,53,81,12,89
142,55,103,163,202
67,222,81,236,145
412,111,12,201,245
236,81,238,112,67
157,238,142,39,64
202,145,236,81,360
238,84,7,112,875
117,350,267,40,25
35,17,43,25,102
39,84,360,236,81
55,41,103,84,266
412,497,12,89,53
114,67,202,238,429
121,45,34,141,30
64,5,141,2,234
11,107,555,64,157
412,101,157,99,81
67,145,222,81,236
7,39,127,64,117
38,238,4,236,111
41,39,126,266,887
145,81,67,7,84
81,157,429,67,145
412,555,238,16,222
28,64,141,120,245
81,163,61,236,13
81,64,92,555,7
126,114,164,39,236
81,67,236,22,145
7,236,157,268,238
126,76,104,39,164
517,777,13,234,516
266,58,80,517,164
51,145,40,81,236
523,202,110,119,69
91,777,517,157,238
145,67,51,81,498
16,81,12,236,25
107,57,266,164,84
55,114,64,164,517
64,84,81,39,7
246,7,3,517,84
777,517,234,104,7
67,92,246,107,236
236,145,81,67,23
240,3,69,245,80
14,711,777,517,39
50,83,67,145,81
157,78,64,43,555
122,41,112,104,121
64,76,81,34,236
157,64,67,236,81
81,64,79,60,236
29,145,21,18,523
84,103,238,157,7
222,96,202,81,145
254,18,131,81,22
360,145,81,222,119
412,267,40,63,147
81,145,85,64,41
64,104,76,245,876
25,111,412,53,117
412,234,89,64,53
64,104,60,76,39
91,133,7,107,53
516,202,81,42,25
238,157,84,24,39
266,517,122,164,245
76,64,79,236,202
222,11,145,67,81
30,104,245,234,131
412,12,64,67,53
555,81,89,412,12
58,56,64,127,51
81,104,67,64,222
107,64,41,157,517
234,104,76,238,157
81,360,145,39,523
53,432,12,25,16
360,145,163,39,203
107,53,54,43,33
114,266,875,81,53
69,90,112,81,13
4,81,64,19,50
157,238,64,104,84
60,64,121,79,104
202,81,360,21,22
246,42,360,236,91
157,81,39,145,107
92,67,145,157,81
41,54,24,8,875
145,222,81,236,202
238,30,9,64,98
202,81,222,523,51
67,81,236,22,64
777,875,38,157,39
238,157,64,103,92
101,81,202,99,53
76,81,4,67,412
145,81,236,67,202
163,64,60,245,79
7,238,112,246,711
55,106,42,350,120
81,412,145,236,202
30,76,104,121,234
81,67,145,64,236
412,117,11,64,350
30,81,236,145,203
245,145,157,68,203
11,202,526,238,432
59,56,163,876,145
98,64,8,11,61
7,412,555,111,86
157,39,64,7,268
55,84,157,517,112
412,12,81,238,53
104,64,76,81,131
4,117,68,145,222
64,60,76,120,164
64,145,81,236,121
64,412,53,60,80
141,68,114,234,64
350,51,145,25,81
777,238,236,84,61
84,3,4,103,777
11,236,145,64,412
64,157,91,238,76
234,266,76,104,64
81,145,236,157,67
126,164,150,236,84
117,412,53,79,43
81,21,69,61,145
119,157,53,11,81
126,235,39,236,112
157,246,238,39,777
266,875,157,86,38
202,236,81,145,21
421,203,245,30,246
121,101,64,80,99
84,7,134,517,711
69,236,234,112,81
157,777,236,238,64
202,81,22,236,523
67,145,81,104,236
127,238,131,81,103
64,7,76,35,81
30,4,92,127,117
412,44,81,7,111
236,517,126,84,157
245,238,98,517,3
81,7,25,67,11
64,245,104,79,121
517,92,41,122,114
7,142,157,39,236
141,92,45,11,254
412,43,51,67,53
81,222,202,236,145
143,9,113,26,31
98,107,81,223,51
222,92,64,60,412
81,43,53,25,202
14,58,875,106,150
55,92,142,39,238
8,58,711,101,89
92,114,21,157,887
126,36,266,223,166
