Champion1,Champion2,Champion3,Champion4,Champion5
267,89,99,16,51
41,51,555,875,20
236,81,126,114,517
106,122,875,164,92
240,150,35,30,50
266,114,10,13,516
429,223,497,412,432
202,67,145,119,21
64,238,245,157,91
101,76,412,81,117
6,83,3,74,86
432,29,222,55,84
143,80,107,92,122
412,22,40,3,432
107,104,19,2,41
28,76,40,51,38
6,516,240,82,150
266,82,14,6,122
55,122,777,875,245
34,61,99,516,42
29,28,11,107,121
104,64,5,876,77
6,106,427,432,54
238,14,104,517,24
238,127,91,516,141
10,203,28,412,121
154,120,121,876,245
236,81,202,145,18
20,64,81,112,101
35,64,421,51,121
121,60,421,104,64
202,81,18,145,236
2,245,154,421,28
202,236,18,104,67
141,92,64,157,8
432,26,111,412,39
55,67,236,222,39
360,51,67,145,222
26,50,115,101,147
82,516,89,31,75
145,67,236,10,18
104,421,203,59,60
107,48,120,64,104
157,64,122,238,141
202,518,121,21,22
86,62,17,20,221
157,81,236,13,51
107,121,245,114,105
238,89,157,64,105
81,236,145,266,523
145,222,81,498,110
517,142,84,134,13
121,64,104,60,2
111,54,6,59,63
104,2,120,30,76
245,64,7,103,238
8,84,7,777,38
75,19,145,222,11
238,157,202,777,38
81,236,51,67,4
92,8,150,777,157
37,16,40,267,99
58,23,145,81,238
39,142,84,103,112
20,23,120,54,141
246,8,104,121,55
432,37,412,57,40
106,202,245,24,145
245,28,11,91,30
122,53,24,86,58
104,246,105,238,142
62,122,24,164,92
122,875,82,58,266
91,55,58,64,81
350,40,117,16,267
106,24,122,236,62
67,22,86,51,18
55,238,38,35,555
84,67,222,119,131
117,267,235,50,99
888,412,43,432,16
350,117,267,99,91
92,114,55,222,99
107,29,157,555,11
498,21,145,81,222
5,1,28,141,64
51,202,22,777,145
235,26,117,40,25
119,21,96,360,22
60,64,76,120,104
81,51,145,15,202
142,84,77,64,11
63,105,29,245,157
145,51,498,81,236
555,131,99,121,35
39,7,91,40,92
161,101,81,112,51
36,14,223,31,41
81,61,157,112,64
81,202,145,523,236
107,56,28,131,234
81,145,202,236,238
22,21,145,236,18
86,122,23,67,17
43,18,81,145,412
164,114,24,38,157
238,7,51,142,22
145,22,51,235,498
104,203,245,516,777
238,105,7,81,24
74,98,17,20,54
67,429,236,8,235
99,40,22,267,89
350,555,43,235,234
84,80,68,98,10
238,157,777,517,202
145,81,236,360,22
145,131,67,55,81
777,131,112,517,3
79,35,5,119,41
19,29,157,222,110
235,412,43,555,117
360,350,234,777,67
104,64,245,203,234
145,64,81,53,236
267,350,117,526,888
92,266,114,76,122
104,2,421,64,120
54,62,245,38,82
145,81,360,498,104
161,51,202,15,81
99,16,350,267,117
68,266,517,13,164
245,91,104,81,157
105,8,517,38,245
164,245,517,81,104
64,104,164,126,145
245,131,11,121,157
555,99,523,161,235
238,517,39,84,777
412,497,201,89,79
104,421,119,92,121
84,145,104,164,517
104,122,64,2,203
145,498,18,523,222
412,497,25,236,432
81,523,202,110,875
126,236,145,421,4
122,164,126,13,7
126,62,114,266,24
10,82,24,122,50
104,2,76,121,120
122,39,875,114,266
245,104,421,105,145
99,350,267,147,117
119,14,67,16,39
246,238,41,245,91
24,62,114,266,107
91,121,163,245,81
75,8,126,42,31
164,114,145,10,67
238,157,11,92,64
45,104,64,76,267
104,81,236,238,145
142,81,112,7,222
142,112,114,68,103
26,84,164,39,7
202,127,99,134,28
64,245,91,555,67
516,10,83,39,240
266,122,875,8,76
114,8,58,62,266
104,203,64,76,875
107,876,245,246,777
40,117,25,89,267
3,99,84,1,711
145,15,51,222,202
67,81,202,236,119
39,517,58,126,82
13,141,39,245,412
41,266,122,202,236
107,38,55,29,8
64,59,81,254,4
51,119,69,22,134
82,875,90,777,887
31,157,777,68,23
157,84,39,245,55
40,89,163,22,18
238,157,777,84,517
110,16,22,235,43
202,99,145,59,238
235,202,21,22,350
555,53,141,59,19
81,51,67,429,18
164,92,114,126,150
104,121,421,120,39
4,235,236,81,202
2,518,142,64,120
24,114,81,44,236
67,7,222,157,145
64,59,76,517,245
114,44,164,62,67
91,86,64,11,5
67,145,18,222,202
134,103,7,84,126
350,117,99,21,111
82,39,164,777,62
67,517,114,51,145
68,141,104,20,10
555,7,222,145,105
99,40,25,147,143
64,245,121,120,234
350,9,117,40,267
81,114,5,31,420
98,82,8,56,62
117,350,267,99,147
412,517,99,157,104
350,36,37,117,89
114,64,104,81,164
121,122,24,104,236
35,59,67,56,62
238,157,8,39,777
245,121,104,112,67
11,238,157,122,24
5,18,126,164,81
163,16,51,81,517
86,126,517,107,84
99,555,91,498,141
245,104,420,2,421
517,120,18,67,7
412,29,555,81,35
157,82,238,122,777
157,412,497,43,39
24,86,30,777,164
40,76,267,121,96
84,13,126,92,69
245,238,517,157,20
238,39,64,157,777
254,245,32,78,41
164,875,266,238,122
141,64,131,8,24
81,145,236,18,235
67,51,222,22,236
104,120,234,5,59
121,62,10,11,86
432,412,526,555,81
412,267,12,497,89
28,238,234,76,121
266,14,41,82,235
875,131,76,92,266
7,84,134,39,142
555,412,235,157,101
64,2,81,236,154
98,7,266,101,43
81,202,145,236,235
84,234,134,517,238
236,429,145,67,222
62,107,517,141,33
105,86,245,23,84
16,99,11,22,111
145,202,360,236,222
20,114,2,141,86
412,145,235,67,350
266,517,202,13,245
105,238,7,81,4
99,21,145,18,78
875,131,157,82,777
92,164,8,202,234
106,80,77,875,202
246,876,141,887,104
80,526,145,117,67
235,412,51,145,26
555,412,53,45,117
106,234,203,99,77
1,117,103,81,267
104,81,8,114,266
117,37,12,412,40
161,58,268,101,3
246,145,81,67,245
81,51,67,236,222
238,134,2,131,112
23,131,875,24,62
51,145,222,202,236
238,8,145,45,157
81,145,131,84,67
82,34,517,555,131
81,67,51,21,22
107,119,202,523,104
67,236,81,114,145
14,122,8,54,58
35,432,67,111,28
122,875,120,62,68
157,39,126,84,266
41,114,85,126,84
114,64,24,246,164
245,104,120,141,777
555,238,432,141,84
555,350,99,89,91
412,40,711,89,117
19,82,106,20,122
157,238,4,246,777
98,24,157,84,39
19,157,5,777,11
18,145,202,21,81
8,245,84,145,157
9,30,120,91,141
67,103,99,267,29
23,157,98,141,122
50,202,53,81,18
236,82,202,81,154
120,107,141,121,245
67,157,64,222,141
119,29,15,67,81
245,145,234,67,104
412,267,127,53,25
875,104,64,145,81
234,120,30,113,63
105,67,157,412,103
59,79,121,427,64
526,13,412,875,80
83,6,122,31,86
221,81,18,145,51
60,114,104,157,91
34,145,268,517,13
246,517,157,84,38
68,103,13,7,134
26,24,223,201,432
421,121,141,60,120
121,56,106,62,80
76,120,236,104,25
119,81,412,64,18
99,103,10,142,81
238,157,245,136,50
74,412,145,112,777
350,16,147,99,117
777,28,81,5,157
421,60,48,12,53
412,555,89,111,53
82,30,13,517,518
41,35,235,157,81
1,8,112,98,91
266,84,82,119,10
29,67,81,236,523
56,121,6,102,77
92,7,103,64,268
267,222,134,117,99
145,64,246,104,76
80,8,236,777,555
92,64,63,555,99
28,51,38,121,40
68,238,8,157,131
85,10,84,238,64
18,202,51,236,145
157,238,22,145,55
157,432,51,64,777
20,432,235,25,111
238,28,64,105,104
350,28,37,147,103
236,18,64,131,51
350,526,267,518,25
59,64,81,5,110
64,60,4,421,59
555,497,104,234,412
67,145,81,360,21
64,245,164,157,105
105,245,134,8,104
43,432,147,235,497
157,164,238,67,81
77,122,86,45,92
141,4,121,145,236
24,89,111,412,12
157,246,55,45,777
102,48,78,33,59
92,121,64,35,240
245,164,24,39,157
24,157,412,114,164
121,64,56,76,245
111,412,64,59,53
350,117,37,147,267
145,81,67,202,236
81,64,7,246,39
412,267,420,74,432
412,555,99,157,12
39,7,69,157,13
39,126,114,164,64
40,16,267,99,235
89,201,117,111,107
120,76,104,64,121
235,21,13,81,145
121,432,43,28,56
777,141,234,145,76
157,777,238,103,145
16,267,117,40,147
50,36,517,112,30
141,266,777,157,110
85,68,517,3,875
131,112,67,38,39
76,64,104,91,110
246,238,7,145,222
266,101,517,82,50
62,157,24,106,266
39,84,164,64,58
360,202,86,222,221
412,63,25,267,59
56,147,412,44,245
81,145,202,51,236
412,555,43,40,81
236,67,81,51,145
555,50,517,412,56
35,119,11,27,64
432,2,876,48,523
142,246,517,134,13
78,141,20,48,876
875,254,420,5,24
127,81,7,246,101
51,202,145,236,81
266,164,84,875,122
64,39,157,222,84
106,24,48,62,104
412,89,3,81,21
122,266,82,62,238
40,117,412,350,53
236,51,81,202,18
119,82,157,81,145
163,81,63,134,101
8,517,112,131,777
235,12,117,350,33
266,164,64,39,89
104,21,131,222,120
145,81,64,412,523
67,29,17,23,360
39,41,126,23,164
523,498,51,22,236
145,99,236,18,81
8,104,29,164,157
107,141,62,427,56
145,236,22,54,777
105,112,81,236,68
145,235,147,360,526
14,142,150,35,51
102,72,245,222,18
104,64,121,112,107
107,131,91,19,55
222,18,51,61,157
238,266,523,245,56
112,238,29,41,107
166,10,164,76,51
254,27,81,202,133
117,350,16,50,25
145,222,523,81,236
50,122,777,157,517
517,121,76,64,104
51,145,21,81,235
145,222,81,21,412
84,39,777,236,134
92,114,120,11,39
120,59,9,104,876
99,25,147,117,267
99,51,103,222,147
236,163,134,112,13
92,78,145,7,498
81,67,145,29,15
39,164,23,114,24
350,117,99,103,44
119,51,157,8,67
238,84,39,55,157
67,86,24,360,35
67,523,119,202,50
55,16,134,246,19
64,60,76,421,104
412,235,555,111,432
154,421,28,141,2
64,107,157,222,245
7,112,8,104,13
112,67,34,81,35
555,84,245,7,51
142,84,245,38,42
131,119,517,38,39
81,145,222,21,110
81,202,498,22,50
81,51,67,145,498
4,56,91,38,412
121,120,141,60,29
105,8,86,91,11
517,7,51,121,245
17,202,555,84,360
91,105,157,4,90
236,498,51,876,81
164,39,107,24,114
234,421,68,5,117
29,164,777,133,45
105,38,84,517,245
238,145,222,81,236
222,145,29,523,498
81,145,67,236,13
111,12,117,43,143
112,86,98,202,81
266,82,58,875,80
145,81,517,64,236
202,51,22,81,99
9,235,876,157,888
236,18,145,81,119
67,81,202,119,145
31,420,45,79,48
432,111,89,497,235
145,202,147,10,245
12,526,37,67,117
235,99,40,17,142
7,127,38,81,101
222,67,40,18,92
412,267,48,81,53
83,10,420,82,266
350,202,80,17,16
51,157,777,64,11
267,117,432,43,40
55,16,99,147,127
56,90,112,517,91
145,84,523,517,777
555,64,41,80,78
350,235,25,37,99
497,236,89,412,67
60,145,51,131,67
236,202,22,145,81
266,875,104,122,126
39,84,517,79,875
142,78,56,90,518
45,876,84,887,110
222,18,81,202,412
107,78,39,55,84
29,114,22,51,86
245,555,60,157,104
555,360,67,157,81
7,17,112,105,134
161,99,1,121,245
412,111,141,99,497
238,64,234,84,7
69,91,131,86,245
99,67,222,245,91
202,236,81,51,498
202,236,51,81,145
6,92,157,82,24
143,142,22,99,127
875,421,236,98,122
101,34,236,67,222
92,121,157,122,67
517,121,81,236,222
555,350,15,53,32
427,20,86,45,75
81,41,236,64,104
222,112,81,145,67
83,27,112,82,86
7,166,246,13,4
99,117,267,16,37
120,121,238,64,517
120,64,121,12,59
245,105,104,3,517
98,117,25,267,43
67,119,360,81,221
517,39,54,131,91
555,11,234,121,20
157,55,39,777,51
122,234,154,254,517
421,9,141,876,64
517,268,1,50,236
157,39,777,142,517
51,360,55,81,221
67,145,523,81,222
238,13,61,517,145
89,40,43,37,526
91,131,121,105,145
18,236,498,131,145
92,157,114,246,41
68,164,236,517,266
74,166,38,3,86
555,25,497,412,44
3,555,221,145,412
81,18,119,60,67
104,141,121,91,245
203,104,39,141,76
7,84,142,134,39
75,48,23,27,14
41,875,240,266,107
121,67,145,64,236
147,518,887,777,246
81,157,235,21,67
104,245,517,555,115
497,412,117,40,267
517,67,81,91,266
517,145,412,202,222
92,84,99,518,75
23,78,39,223,59
99,40,235,350,147
164,41,114,39,126
33,86,75,82,36
84,7,245,246,112
114,39,55,777,164
555,412,234,19,53
9,164,104,421,245
145,81,523,235,21
8,38,67,202,157
5,64,79,104,2
9,245,8,104,120
117,350,37,267,40
120,91,30,82,141
145,202,81,875,235
350,267,99,117,16
89,412,12,497,526
142,517,245,7,13
64,30,104,120,25
80,236,126,4,517
62,145,76,104,101
8,38,86,72,90
517,104,64,122,91
29,222,18,36,201
145,202,81,22,51
157,555,166,8,777
57,111,32,35,40
114,875,245,266,39
84,517,39,134,61
145,117,236,202,81
55,39,131,67,145
142,99,350,246,55
23,131,120,234,98
64,76,145,245,67
266,245,104,202,203
122,39,24,54,82
238,141,91,28,157
412,497,432,43,84
238,7,64,17,101
50,555,412,12,888
107,64,121,92,104
8,246,7,61,112
498,51,21,99,350
91,90,29,86,81
86,122,54,82,23
62,141,122,875,86
67,145,222,81,202
81,145,266,412,104
45,56,121,62,91
134,61,112,517,777
240,83,202,121,10
266,82,875,887,517
145,141,245,64,104
22,51,143,235,81
104,76,64,203,28
67,107,4,202,236
55,238,157,64,119
101,432,53,412,105
29,119,81,51,236
122,64,24,58,104
112,45,4,134,72
99,412,235,202,555
76,163,104,43,126
29,81,429,67,145
114,887,875,164,39
55,875,122,157,23
84,39,64,517,777
412,74,432,117,111
81,235,67,112,29
157,238,777,30,245
101,134,516,238,412
29,119,202,145,81
420,120,75,36,111
777,157,223,84,91
122,875,266,82,24
86,875,517,41,82
164,10,202,84,517
26,43,117,41,412
268,112,69,8,134
67,51,58,18,1
236,51,145,67,21
145,81,42,29,157
238,35,245,121,235
67,51,145,222,22
266,240,122,875,14
222,81,51,22,412
157,777,238,141,11
4,238,134,39,64
24,122,41,13,119
555,44,350,497,91
39,41,164,126,114
432,39,412,55,497
18,81,145,523,236
121,236,15,18,81
202,51,67,236,222
234,246,91,79,107
51,67,222,202,81
81,145,236,51,21
122,875,266,82,120
64,3,412,39,157
141,154,234,77,11
236,64,104,121,60
67,236,81,145,202
145,222,114,82,105
76,145,11,104,81
8,38,421,104,24
429,112,7,120,202
238,39,145,246,875
267,25,43,63,89
50,43,89,80,40
117,32,412,11,131
4,126,429,39,236
267,117,40,99,350
38,157,59,39,777
60,141,50,20,82
91,84,32,54,67
432,201,12,412,53
202,81,222,51,145
104,64,120,59,245
8,145,236,134,13
51,119,67,236,145
89,526,412,44,875
92,106,62,67,48
222,51,40,99,81
222,81,147,145,131
145,51,202,22,222
25,59,120,48,30
92,39,84,126,164
74,86,45,6,82
238,157,55,58,64
11,202,107,245,81
432,497,412,40,110
17,420,45,9,90
498,145,67,523,29
16,350,99,235,37
145,516,98,51,81
157,266,39,84,64
157,145,39,202,236
7,238,92,157,64
145,61,81,64,22
777,58,517,29,157
145,51,67,111,54
40,99,16,37,25
421,64,2,120,59
6,432,777,517,106
89,37,59,86,5
412,67,81,236,12
39,24,55,164,145
35,432,122,64,8
51,22,145,235,711
238,105,412,27,67
412,64,432,59,12
498,267,203,103,43
161,20,157,141,245
147,21,350,53,104
91,20,17,54,80
29,234,111,141,104
81,202,236,145,498
45,157,104,202,64
421,145,104,81,114
555,235,875,154,412
164,245,157,150,37
777,39,21,236,51
84,777,157,238,145
517,157,145,84,236
67,145,81,523,51
234,120,154,131,245
81,67,236,202,157
131,245,8,104,112
238,517,246,142,4
555,122,517,141,82
104,13,122,875,8
141,64,121,33,28
30,145,89,81,18
55,91,141,67,39
145,67,81,777,222
104,11,60,245,56
53,21,37,90,40
91,8,157,122,58
164,24,39,92,126
92,122,39,157,245
9,20,75,121,86
267,16,350,40,99
119,145,67,236,523
421,245,76,107,517
35,9,22,101,21
350,498,16,523,99
127,517,39,236,105
245,555,517,518,777
360,104,64,245,121
104,2,121,30,120
107,141,104,121,64
14,75,79,107,29
80,35,8,27,55
92,24,126,164,114
117,245,235,89,145
117,101,432,53,14
267,117,61,39,115
131,203,246,69,163
64,39,38,58,238
203,235,518,145,14
350,21,37,54,17
40,99,43,267,16
350,117,147,16,99
55,92,7,234,236
81,145,67,238,236
81,236,145,51,18
39,61,517,157,28
