Champion1,Champion2,Champion3,Champion4,Champion5
145,67,222,81,498
202,64,81,222,51
89,164,117,81,202
154,64,412,59,145
12,412,55,59,53
104,60,238,112,76
4,157,67,145,3
876,64,104,76,412
55,45,81,517,360
157,39,517,76,64
122,84,39,266,245
64,122,59,121,79
98,203,51,17,24
81,432,202,360,145
51,81,236,202,67
64,236,145,81,104
81,145,67,360,202
35,245,203,104,64
91,121,122,157,11
81,238,38,28,154
7,236,81,64,67
80,24,81,53,104
235,81,412,99,67
145,39,81,157,67
4,51,22,222,58
164,82,154,106,150
92,236,157,67,81
7,112,84,238,142
5,104,2,64,76
126,39,517,58,3
4,104,236,61,54
81,51,67,202,145
39,67,51,89,154
64,117,203,76,245
157,22,202,64,238
27,64,875,8,266
10,235,133,67,16
77,267,20,223,16
81,51,202,64,236
421,777,141,60,2
98,121,238,28,777
64,59,76,30,79
412,517,61,201,222
85,412,12,61,64
412,64,58,67,81
145,81,222,64,67
76,60,203,245,92
141,104,64,876,102
131,238,126,8,19
75,106,235,89,360
82,516,266,53,875
81,64,236,498,67
84,51,15,202,236
61,92,236,7,67
28,141,64,92,11
55,84,81,157,145
13,81,67,64,110
4,64,81,38,7
157,67,64,245,98
53,412,43,89,81
7,238,38,64,92
266,122,67,55,81
238,55,91,777,145
64,92,76,104,238
11,13,157,55,238
81,202,222,145,51
267,32,526,497,101
64,39,55,76,245
81,202,222,67,22
55,360,145,117,21
122,8,120,39,96
81,61,114,4,64
67,81,51,222,101
154,53,127,412,157
203,412,25,35,99
4,221,222,164,91
145,360,39,81,523
202,145,81,360,21
145,81,523,202,222
517,81,245,26,157
157,84,777,39,517
360,145,517,236,81
91,238,157,67,98
67,64,412,238,121
39,222,18,145,84
238,266,202,236,81
81,236,64,145,429
238,64,517,126,39
143,53,111,98,25
163,131,104,91,5
429,105,34,202,236
81,202,145,236,51
39,126,41,245,268
112,41,4,38,236
134,516,91,121,105
238,24,58,38,157
122,8,11,157,38
126,523,164,236,64
122,39,58,34,8
157,238,55,39,555
8,114,24,75,67
81,157,39,68,412
68,84,142,164,13
141,24,114,39,555
9,55,64,54,32
64,412,53,25,26
350,412,26,63,12
122,164,126,91,67
238,245,3,7,84
67,64,157,104,236
40,412,30,16,119
134,81,4,69,38
81,360,51,22,145
157,238,92,107,121
120,234,20,203,68
39,92,58,164,266
64,60,131,126,5
222,16,67,111,223
202,517,157,64,145
59,7,429,4,61
64,104,234,245,157
412,81,64,236,29
64,141,104,60,55
76,92,114,157,133
76,203,104,876,350
19,122,82,120,36
145,360,81,523,222
412,147,117,89,555
64,238,876,497,412
157,55,555,875,412
81,114,98,202,64
141,266,120,48,421
92,234,76,35,154
68,61,8,58,76
360,67,81,157,145
104,64,517,236,203
60,64,412,76,81
267,412,117,497,201
44,76,89,81,54
4,64,238,41,236
164,98,517,126,81
24,64,81,67,145
555,234,67,141,203
163,131,76,58,60
34,38,91,157,20
126,64,122,157,14
60,30,421,164,141
266,107,126,98,82
203,76,64,104,517
236,498,145,222,22
35,53,64,412,107
41,516,122,201,86
245,412,39,236,238
26,111,79,420,14
104,234,517,64,120
39,76,64,104,80
412,497,111,12,64
238,91,777,84,39
201,81,238,412,55
145,236,523,498,39
157,517,67,64,104
99,55,81,54,127
777,84,39,157,58
555,89,53,16,25
517,3,268,39,68
222,145,238,142,81
254,7,126,164,38
104,517,39,81,145
245,157,39,69,777
104,234,76,64,81
67,81,51,412,64
121,102,32,104,18
875,114,126,85,157
4,157,38,112,55
523,81,145,202,21
412,89,53,24,67
234,120,154,91,141
412,76,157,64,114
122,555,875,157,84
142,246,4,105,131
4,105,238,7,64
7,245,126,64,81
64,121,48,67,79
91,64,76,5,134
64,81,67,236,164
157,238,121,24,11
98,131,238,85,81
39,236,517,84,142
143,99,235,57,43
245,64,117,81,22
67,101,98,7,53
163,245,120,64,887
875,240,223,82,78
7,412,39,68,51
63,222,64,110,81
81,145,236,22,222
38,164,35,26,79
24,122,246,11,236
157,53,64,11,777
141,238,777,555,203
126,266,875,58,234
67,145,18,64,122
523,145,51,79,360
64,777,157,39,236
238,64,412,92,157
64,236,81,412,60
11,67,28,64,33
555,517,202,245,81
99,53,112,64,81
64,245,104,236,55
81,412,236,222,15
58,432,133,126,875
74,121,7,122,161
555,266,19,420,154
777,81,84,64,517
240,91,8,103,82
126,64,114,517,76
81,145,202,67,104
117,16,103,40,350
81,22,51,9,235
55,84,105,236,245
412,64,157,81,266
145,81,22,360,222
81,107,41,64,157
84,7,517,8,266
34,12,105,9,61
91,112,236,145,202
107,157,41,245,64
64,21,43,32,81
26,427,59,82,57
30,104,64,76,60
64,104,245,777,517
101,161,29,53,81
114,246,236,13,777
145,498,39,81,7
64,412,76,60,53
236,18,86,4,24
157,81,202,497,412
157,41,92,76,126
81,236,202,4,412
104,202,145,81,64
64,81,157,13,236
266,238,157,39,84
81,236,25,64,67
26,105,80,246,10
412,110,51,875,81
164,84,39,64,517
164,84,58,114,126
15,81,18,235,202
126,164,62,10,266
350,99,117,89,17
35,61,126,81,64
67,60,120,64,517
81,360,429,145,22
48,517,81,266,34
81,92,67,7,11
64,81,67,60,236
76,236,105,157,81
267,114,202,57,117
157,122,11,39,234
67,81,360,18,21
117,40,350,43,99
81,145,67,51,53
81,64,78,25,238
236,222,145,517,523
350,53,16,235,555
350,16,12,33,113
81,202,67,145,51
412,89,12,53,201
412,142,64,12,112
55,64,53,555,157
56,41,58,117,86
39,517,876,122,62
81,8,38,236,13
157,92,107,266,8
81,145,21,202,53
5,64,105,234,517
145,157,81,150,412
79,77,64,412,81
64,236,131,89,104
412,64,43,254,53
53,412,79,64,111
39,11,122,24,58
103,134,112,254,113
145,56,67,22,4
126,39,150,104,84
112,245,8,81,64
131,266,78,112,67
53,161,12,16,81
55,80,12,82,84
55,142,34,555,81
39,238,64,517,81
238,91,81,64,202
34,134,113,236,67
91,238,157,80,777
122,67,58,92,157
68,104,163,523,21
81,516,412,145,429
64,81,236,43,39
76,64,81,145,154
13,58,266,67,150
68,126,81,266,43
64,81,236,145,157
157,412,64,81,92
60,64,105,81,79
67,113,5,202,81
222,67,18,22,51
10,112,57,114,21
114,39,266,13,67
127,105,81,78,58
81,236,114,22,51
875,86,104,164,98
83,54,58,420,14
44,89,3,48,25
64,412,107,120,39
81,7,266,122,86
24,62,245,875,54
202,222,18,22,110
157,238,245,39,103
875,122,64,157,238
202,222,22,67,236
76,11,245,64,222
64,81,104,236,4
64,157,11,238,39
91,157,126,20,112
39,41,126,142,517
517,84,13,777,56
19,35,28,427,30
103,99,267,147,117
76,64,157,81,53
202,81,145,222,67
67,81,517,11,92
64,157,4,238,112
164,74,26,20,8
114,517,39,266,81
64,81,145,7,84
145,157,81,360,67
91,157,517,56,777
555,17,238,82,8
266,8,92,58,82
117,350,28,103,147
412,64,7,39,777
81,145,222,157,91
3,84,80,64,101
350,117,7,235,55
245,76,84,114,236
131,517,236,4,67
64,154,80,35,203
107,64,238,92,122
33,157,236,145,202
142,84,238,126,517
64,81,58,517,157
64,107,104,60,38
39,555,157,81,114
54,122,201,1,9
4,3,22,81,875
39,126,266,64,164
412,53,12,201,111
81,96,236,51,15
67,145,24,92,84
145,39,523,81,84
81,53,412,145,51
245,57,12,41,3
89,40,113,67,5
141,104,234,64,777
157,81,22,202,51
412,236,25,202,81
157,114,11,67,17
81,360,145,115,202
518,81,101,8,145
157,238,202,875,497
122,202,235,64,81
131,45,54,17,203
234,517,64,91,101
84,887,777,517,246
81,92,64,412,238
92,99,64,157,412
62,121,80,59,35
516,17,26,3,150
117,16,350,99,147
92,78,64,238,157
7,84,105,64,81
92,157,81,67,64
131,39,84,875,122
81,360,98,202,145
777,11,157,236,141
267,143,16,117,25
74,13,517,69,90
64,412,55,28,555
126,236,39,67,81
81,64,145,67,412
91,517,64,711,80
141,122,86,11,91
238,107,245,121,122
145,39,84,517,81
81,202,64,4,222
64,120,2,104,59
517,39,246,245,876
11,80,875,5,19
555,44,497,36,8
67,236,64,157,81
64,79,245,154,240
39,84,55,517,145
67,64,157,81,236
8,64,67,105,245
238,64,81,157,7
64,11,104,266,122
104,876,76,120,39
19,1,126,517,150
2,64,120,121,104
67,412,81,236,64
79,64,41,35,121
81,145,67,238,222
64,53,99,432,59
67,236,81,157,145
76,104,35,245,517
114,164,266,126,517
105,39,64,266,126
429,81,145,360,104
80,115,36,30,32
145,64,81,202,104
497,81,12,43,412
84,238,236,105,7
141,35,26,60,101
555,497,43,99,25
157,777,360,84,81
43,63,267,25,35
24,154,420,67,58
201,14,82,157,236
20,80,23,234,68
60,203,245,104,76
126,164,84,777,114
60,103,120,106,104
245,55,107,238,81
145,81,360,412,202
777,245,64,145,246
11,64,59,92,141
81,64,202,517,145
517,236,64,238,54
266,157,64,104,777
141,91,136,20,92
202,106,119,360,112
67,81,55,360,157
166,164,112,238,114
11,555,9,122,20
202,21,81,222,51
126,64,81,157,39
81,64,42,360,236
67,91,84,245,523
157,497,64,91,11
104,145,67,157,236
104,35,107,25,81
67,81,236,412,51
7,517,4,64,81
875,64,412,81,154
51,81,236,202,145
69,234,7,112,245
81,555,53,412,157
81,236,203,51,164
64,81,104,236,7
236,157,81,202,39
777,105,8,84,517
4,112,61,119,114
555,141,245,81,203
64,238,236,92,157
157,412,25,114,238
60,64,76,92,120
360,202,81,236,51
81,157,202,78,42
16,117,350,267,99
64,122,157,412,238
35,142,81,41,145
350,104,117,76,43
518,103,99,6,131
412,117,50,875,147
238,11,35,202,157
81,145,523,202,360
122,64,39,107,2
81,64,517,202,22
83,10,85,90,133
64,104,234,60,131
84,238,142,39,246
150,36,516,24,53
142,64,157,81,238
164,106,78,67,10
8,69,157,64,38
51,236,29,145,22
67,4,103,81,245
13,41,14,412,122
33,92,412,81,222
89,117,51,412,22
119,39,360,84,523
497,81,64,238,67
64,238,81,67,157
147,117,145,89,43
64,412,53,246,157
360,145,81,235,236
517,39,24,114,64
106,164,104,145,58
202,81,51,164,145
58,412,8,89,43
412,89,43,53,12
8,268,112,64,92
64,131,203,5,7
39,103,64,84,21
122,157,55,67,92
875,238,64,157,777
412,157,238,92,103
39,157,84,236,517
145,81,105,222,39
64,142,103,238,81
122,126,875,41,777
55,517,421,84,39
39,777,84,234,157
104,81,17,245,6
18,523,202,81,222
81,99,101,103,67
114,412,64,238,245
3,22,67,202,245
131,103,20,26,50
19,267,40,412,99
45,112,10,42,90
72,427,154,412,145
32,59,51,111,25
111,201,117,12,89
53,154,12,111,16
82,120,267,75,39
145,67,360,81,236
99,202,81,51,37
84,67,81,164,114
143,235,76,63,64
39,101,516,157,67
81,236,145,67,51
238,64,555,76,104
103,117,51,43,267
145,81,498,79,22
5,17,48,120,104
234,64,60,412,145
222,236,81,67,145
76,23,60,421,104
245,64,78,20,518
64,4,245,78,104
81,145,523,235,22
78,517,875,245,39
126,41,79,24,91
81,64,67,145,103
122,82,19,86,555
81,202,101,25,110
202,81,51,21,222
104,121,141,64,245
4,81,245,236,64
107,28,91,81,141
81,236,67,22,7
222,64,81,145,84
39,517,7,64,711
412,64,53,245,12
412,53,81,67,43
64,517,68,141,555
421,7,28,99,81
112,517,777,887,134
222,110,101,62,20
81,236,67,64,114
67,53,64,412,107
161,89,111,101,36
64,7,81,67,105
81,202,221,145,22
412,9,497,143,53
35,64,106,11,236
517,105,777,80,84
35,121,64,68,154
107,122,875,420,43
222,7,81,67,21
86,25,62,59,20
26,45,555,497,350
81,203,7,64,131
81,145,202,236,22
67,157,64,81,103
164,104,79,13,64
16,350,267,99,147
222,90,112,105,7
54,90,84,92,875
202,81,360,64,104
119,81,145,202,429
145,81,202,360,236
145,236,81,360,18
157,81,64,222,67
17,43,61,412,145
432,7,37,54,117
245,80,236,517,238
39,64,126,164,55
67,142,157,39,64
555,412,53,57,103
39,48,114,11,14
154,92,412,114,84
238,875,555,157,141
145,89,412,236,12
126,41,164,84,266
104,64,76,412,517
157,39,777,517,516
67,81,236,145,202
30,104,64,234,76
55,104,64,517,236
64,81,236,202,157
45,113,412,81,64
412,12,117,111,201
412,43,117,40,89
58,266,157,64,39
360,62,518,166,711
202,81,145,360,523
141,203,131,777,20
39,236,84,145,81
777,39,238,236,81
412,64,79,53,81
236,64,202,412,53
421,234,166,887,777
38,81,80,89,113
115,91,202,127,154
101,516,136,96,26
67,360,105,202,145
4,61,23,13,60
145,81,360,429,236
81,145,236,114,202
4,38,157,92,81
238,61,142,777,84
81,51,202,53,236
81,360,236,22,429
3,80,236,145,55
711,245,517,7,84
64,56,101,81,238
145,81,67,236,114
145,67,236,81,64
350,412,26,161,421
53,202,145,147,518
92,60,68,266,121
145,81,126,202,236
117,201,222,412,43
121,157,141,238,92
81,68,236,22,202
145,76,202,64,523
203,141,10,67,157
89,875,526,80,12
145,81,236,22,222
117,40,37,350,202
33,98,30,25,40
19,360,234,120,157
39,266,64,114,76
875,60,516,58,122
9,33,53,17,51
117,36,412,53,12
122,145,82,39,245
412,67,89,81,157
76,104,245,421,64
64,81,76,412,238
81,64,67,157,4
3,62,85,98,91
64,157,121,81,67
82,78,62,133,53
120,104,360,81,202
78,33,53,115,9
18,222,145,57,523
236,54,412,81,85
238,103,7,99,142
91,105,38,238,24
412,53,111,3,117
875,266,517,54,238
107,121,55,421,76
517,555,91,92,7
81,238,64,67,104
161,122,8,238,202
117,40,267,76,350
81,202,51,101,236
81,111,80,89,350
60,120,876,104,412
121,235,104,60,245
45,555,28,134,53
64,222,145,92,121
92,85,58,81,157
67,64,236,81,145
420,51,412,25,81
518,142,412,64,157
238,7,39,517,84
86,104,63,555,412
81,236,51,145,110
81,67,145,147,63
64,121,412,157,67
105,89,81,32,53
8,157,67,81,64
67,64,157,81,236
81,145,67,202,236
8,64,266,81,58
64,76,78,60,245
157,67,238,55,360
57,875,12,3,111
236,81,202,15,22
55,113,59,81,104
202,236,145,84,360
24,62,63,32,101
120,33,121,11,235
104,238,245,91,64
119,238,4,81,236
39,64,122,58,32
64,245,99,58,82
203,81,222,145,22
202,523,360,121,145
76,81,222,60,43
555,157,517,875,64
35,26,55,166,14
68,112,98,136,107
143,412,117,267,12
26,81,67,245,64
64,81,104,76,236
2,54,48,67,12
238,711,157,141,105
81,67,145,523,110
7,517,99,20,112
164,24,98,58,875
64,238,777,104,39
157,64,238,67,92
91,54,122,254,64
64,157,81,67,236
61,81,268,42,45
86,18,4,223,22
412,89,53,12,54
141,157,92,81,67
39,8,84,62,517
81,104,221,245,145
81,64,67,429,236
64,236,412,517,104
517,234,64,875,84
64,157,76,238,92
81,222,202,236,64
9,59,104,64,56
63,412,61,89,122
76,64,39,157,104
164,8,62,59,203
157,126,777,54,80
555,360,84,236,69
99,117,412,147,103
64,114,104,23,67
360,145,523,81,235
39,238,55,517,76
22,81,51,236,222
105,55,45,81,131
236,29,222,81,145
121,236,154,103,141
412,53,98,81,4
104,145,67,28,523
11,54,25,412,111
99,81,157,4,40
245,64,104,60,876
517,142,103,81,84
81,202,61,117,236
67,64,122,11,92
7,81,238,64,126
157,105,64,121,81
56,131,84,517,69
7,222,39,29,81
31,80,64,11,53
68,114,64,84,102
202,81,360,236,145
58,157,6,13,64
81,236,145,64,157
236,81,67,112,145
64,412,67,81,12
80,122,64,157,98
39,64,107,121,157
64,875,12,145,81
161,99,350,117,21
777,164,82,875,122
53,50,412,99,235
92,266,39,126,157
81,145,22,222,523
81,360,22,145,222
64,84,104,236,145
145,81,236,67,360
23,11,102,114,133
64,157,76,81,7
245,53,103,1,142
121,67,81,222,202
517,80,104,236,246
238,84,245,39,104
145,81,202,236,875
81,157,145,67,236
202,51,21,38,80
7,4,142,134,517
58,7,517,238,157
64,76,81,39,60
51,202,81,236,523
161,56,64,104,157
51,81,99,412,235
60,76,104,245,517
99,81,25,64,35
141,104,555,203,35
111,875,117,202,412
34,131,161,154,517
238,64,105,7,104
412,117,12,43,53
64,245,104,19,76
202,145,51,245,360
101,64,555,54,99
67,238,236,92,81
117,40,57,43,81
81,145,202,4,51
104,238,142,64,236
83,266,24,48,516
57,421,58,104,59
875,78,58,887,523
84,517,58,126,875
202,84,7,81,103
17,64,412,157,53
7,67,104,81,64
81,222,202,51,22
39,81,517,236,126
516,412,38,201,122
55,245,8,157,64
131,360,517,234,81
412,81,53,64,67
64,39,81,67,103
145,238,517,81,7
141,157,104,121,82
51,236,202,235,7
222,145,202,107,360
412,60,64,43,104
39,64,91,412,157
3,103,131,90,99
497,875,8,245,202
4,39,38,64,711
39,114,8,81,64
81,221,145,777,202
4,81,67,17,222
555,517,202,39,157
4,81,157,236,38
53,99,25,89,412
39,238,7,84,78
517,39,64,112,245
875,12,89,57,412
222,145,22,115,81
81,238,236,84,202
238,55,236,67,64
61,64,81,518,101
412,53,81,64,145
350,99,147,20,25
350,238,64,81,131
81,145,202,21,67
99,3,53,78,80
39,142,7,84,13
90,48,4,113,57
81,145,51,235,202
67,81,145,157,238
202,81,51,64,222
126,245,236,517,64
145,360,222,67,81
64,145,92,7,238
24,67,122,81,236
64,68,268,7,53
81,7,142,51,45
112,4,711,103,117
11,28,30,104,60
64,104,517,39,154
55,432,81,163,26
145,412,58,64,104
91,3,236,777,81
81,432,51,157,67
157,238,126,64,164
497,89,412,111,43
141,238,202,157,11
517,39,20,64,114
81,67,523,145,104
55,157,84,517,64
64,412,67,157,236
222,22,147,145,21
147,141,28,246,82
84,517,39,711,245
81,67,268,157,64
104,30,141,121,245
157,238,91,55,11
76,24,122,142,107
44,86,43,54,37
81,101,222,235,142
432,875,412,111,25
78,76,104,120,141
268,43,103,67,7
101,59,36,53,27
81,51,110,236,222
412,25,64,432,53
33,86,875,67,80
157,777,84,238,39
122,126,58,875,412
64,157,238,81,53
84,8,150,103,777
254,60,163,104,64
360,145,222,81,429
44,12,432,111,89
126,64,81,236,20
19,412,16,203,89
39,145,35,157,84
76,104,64,412,126
104,245,64,120,8
103,234,157,84,245
238,69,7,4,245
120,36,76,64,876
81,67,236,51,22
81,412,145,67,236
55,91,84,31,7
412,64,53,67,81
126,107,79,157,64
104,517,64,876,429
81,126,84,245,145
122,266,875,106,58
517,81,145,360,202
81,429,236,51,523
64,157,92,58,39
99,17,64,81,30
81,523,145,64,202
39,517,30,245,157
64,121,238,76,245
555,64,412,121,154
81,76,202,60,64
145,81,517,161,238
412,81,120,15,53
64,23,58,30,39
68,203,64,24,164
80,777,350,117,57
11,7,18,30,81
266,81,145,876,39
39,154,50,77,876
67,81,64,145,412
154,59,81,131,67
55,67,516,145,360
517,39,238,777,245
64,238,157,412,126
145,222,21,523,221
121,55,81,76,203
81,64,157,202,104
412,64,7,89,111
64,157,81,104,236
875,81,104,245,126
145,79,78,119,81
412,53,81,103,64
876,59,234,360,81
145,164,157,39,81
55,92,246,114,517
91,238,777,55,157
54,350,81,34,36
122,58,106,57,86
122,107,92,157,58
84,114,86,82,62
122,23,24,875,104
236,104,145,523,81
81,64,238,22,236
3,126,134,236,517
59,254,267,412,12
121,64,76,104,412
104,77,245,120,60
145,202,22,81,236
81,104,202,236,360
126,164,266,777,39
80,84,60,7,157
81,122,268,157,145
81,64,104,51,67
98,117,99,64,16
13,69,91,8,236
64,104,5,80,39
114,91,157,64,121
20,115,90,57,33
245,60,64,76,120
80,875,43,45,53
888,43,412,117,555
267,43,37,147,57
64,53,24,89,33
523,145,202,236,81
126,266,122,58,236
98,89,516,57,54
50,412,99,157,57
145,81,22,236,64
412,101,64,43,53
412,81,145,236,7
55,236,81,64,157
89,25,111,98,12
412,121,107,12,105
39,360,81,64,7
147,517,3,875,38
245,81,64,104,236
81,67,145,236,22
202,81,145,222,523
236,266,58,114,8
254,59,5,30,12
141,114,154,360,875
76,236,157,64,104
76,64,104,203,234
43,81,523,202,64
64,120,60,245,104
81,55,51,222,145
55,517,39,238,76
92,887,266,517,122
64,76,412,79,163
64,157,238,121,92
7,236,81,51,202
80,57,412,43,89
31,64,78,91,81
64,76,60,238,81
222,67,81,202,145
81,412,51,236,202
64,104,141,517,157
161,24,23,98,235
350,518,51,89,99
126,164,58,84,266
202,122,412,81,157
141,91,136,245,246
39,103,92,246,7
517,80,7,238,91
64,79,154,55,157
84,517,39,145,777
131,245,777,91,11
4,61,236,7,238
154,517,875,141,122
350,117,78,517,39
57,39,145,54,78
145,81,67,360,236
238,4,777,412,236
19,86,80,24,101
150,24,64,4,201
64,238,55,777,141
122,64,238,875,266
517,238,84,81,145
412,235,43,80,40
25,101,81,53,43
240,150,120,122,80
41,222,81,523,22
245,711,203,105,157
99,53,111,80,517
360,145,222,81,110
92,266,122,517,24
81,145,236,64,55
107,64,7,24,81
104,5,54,64,59
81,107,412,91,202
13,236,67,145,81
32,35,17,412,16
79,64,76,14,13
81,67,202,145,236
81,67,53,51,64
76,104,64,245,203
60,421,76,254,30
75,31,157,150,34
81,145,360,18,202
238,517,39,103,64
350,99,117,37,267
429,202,111,81,22
106,19,82,75,62
78,64,517,157,76
39,266,164,157,203
39,85,133,67,13
81,145,51,104,64
39,164,54,202,45
133,131,64,429,157
238,105,7,157,154
8,106,875,84,887
238,157,104,145,360
64,76,104,876,202
67,81,236,64,157
523,222,236,145,777
202,145,81,236,517
89,412,267,12,201
234,555,777,145,164
163,412,80,81,117
145,360,81,202,236
157,238,39,145,81
84,40,68,34,13
55,84,517,7,103
64,238,39,157,67
20,235,5,54,19
64,76,238,104,84
131,145,59,64,51
222,202,412,89,81
24,141,103,107,412
875,81,143,48,111
517,39,145,84,81
126,711,106,112,68
24,82,85,89,4
157,555,67,64,236
101,555,56,127,1
157,238,236,202,875
64,60,412,131,150
202,523,57,236,81
64,121,84,13,79
4,517,104,126,91
350,86,43,50,84
41,81,4,145,67
29,50,21,202,115
236,81,67,145,92
350,99,89,22,16
64,202,266,81,412
64,81,245,22,202
