Champion1,Champion2,Champion3,Champion4,Champion5
80,82,22,78,266
84,157,75,39,64
99,133,80,131,86
64,40,412,81,61
150,222,41,875,254
157,17,22,10,105
6,32,37,15,21
40,99,16,117,111
10,103,61,42,8
98,58,235,82,81
119,104,67,141,202
161,238,99,106,86
119,157,202,221,81
238,157,64,236,77
67,238,51,83,157
112,145,268,29,81
223,268,96,266,498
141,111,11,86,202
157,119,145,64,67
202,157,245,238,55
74,111,412,25,117
67,131,360,55,498
105,157,78,245,236
90,3,45,432,154
84,60,21,25,69
202,131,19,254,114
157,82,31,86,131
266,107,157,122,202
79,17,45,157,74
55,92,412,157,24
421,26,497,412,223
98,59,12,5,201
222,34,22,81,245
45,92,157,103,23
39,122,157,114,555
75,72,141,154,35
26,432,50,83,98
223,164,32,103,266
777,69,13,517,145
7,157,555,8,234
80,517,3,10,22
412,99,21,12,222
64,120,104,60,421
202,19,59,22,222
16,154,121,30,67
92,145,67,84,81
79,26,81,92,235
238,157,92,412,202
17,74,201,267,16
58,55,238,14,24
51,21,18,15,222
412,81,161,53,99
164,90,69,114,134
38,134,86,13,16
67,238,157,51,29
64,69,161,412,141
67,145,236,51,10
55,29,45,28,245
202,29,45,24,99
157,122,202,92,55
91,157,145,777,202
28,161,69,131,121
58,75,122,86,875
80,111,143,54,254
131,59,20,33,25
41,23,98,4,50
17,222,51,22,1
6,34,86,3,42
23,223,98,40,77
202,412,51,81,17
55,141,131,39,114
131,45,8,29,24
555,412,518,50,45
55,39,555,45,157
67,18,236,145,81
105,157,64,121,4
18,107,202,360,236
83,875,86,82,24
141,55,157,64,84
875,114,202,2,83
412,67,51,18,202
157,64,79,238,26
238,157,145,67,202
91,238,157,11,81
141,157,238,29,41
238,11,157,245,67
63,18,11,102,45
17,245,497,555,77
555,39,145,64,18
267,103,40,21,99
86,497,41,202,268
517,164,427,497,234
157,145,84,7,55
38,112,7,39,777
51,412,19,12,25
92,64,157,29,39
33,102,32,24,19
92,25,157,84,39
117,99,43,17,103
111,12,53,20,412
134,268,7,61,412
29,24,92,67,64
119,67,202,236,145
161,222,75,21,24
157,238,55,777,161
8,92,75,84,24
21,154,15,202,81
222,29,44,117,18
236,81,145,51,18
91,107,141,11,157
3,112,201,26,89
157,51,81,412,523
28,238,115,5,62
37,25,63,21,43
11,412,235,16,497
122,86,82,106,79
157,131,498,114,202
157,67,202,222,412
114,86,75,10,23
157,11,141,555,107
145,22,67,157,222
157,238,53,64,412
240,223,111,164,53
29,145,202,498,67
67,8,51,238,58
157,67,55,236,202
119,145,39,67,81
64,238,157,5,420
157,77,56,107,33
412,555,67,268,42
13,24,5,91,10
202,555,45,81,420
23,18,222,157,67
8,157,238,79,29
157,245,5,777,24
412,157,84,39,145
55,157,91,64,67
64,245,157,81,41
21,35,121,83,13
122,157,114,119,41
101,98,39,61,26
157,202,62,64,119
39,24,157,141,38
28,141,19,37,113
161,63,99,518,150
2,122,11,86,104
497,16,412,43,267
107,121,64,28,154
69,13,8,58,41
145,51,81,498,202
64,98,113,157,121
13,82,81,517,25
117,99,222,21,497
35,6,235,350,91
103,21,141,117,267
25,235,41,67,420
131,99,517,157,55
161,6,142,69,141
114,64,236,6,39
21,412,5,120,25
202,51,81,498,145
32,40,6,134,117
35,16,99,412,26
99,141,412,154,131
13,67,157,24,11
12,164,13,104,81
104,81,141,77,412
35,161,54,21,90
81,523,67,360,51
24,39,23,245,240
412,240,157,92,64
58,23,141,131,11
161,19,32,254,143
55,53,555,157,131
34,105,41,136,38
122,875,238,420,141
110,141,777,202,81
107,238,103,8,92
8,134,13,246,34
166,19,106,875,157
40,432,12,51,22
876,86,17,23,875
245,64,238,141,55
41,101,81,202,150
81,13,245,105,145
8,29,53,23,22
63,432,99,350,13
142,517,8,157,64
55,202,157,99,23
28,99,161,86,141
517,69,81,1,13
497,16,25,43,40
157,107,29,238,11
238,201,84,157,516
38,45,106,99,31
122,202,45,51,6
28,141,20,421,77
120,11,32,99,25
11,141,427,29,48
157,17,25,238,23
161,24,2,59,86
161,84,142,8,86
11,39,517,35,106
498,141,16,102,22
5,222,236,145,6
157,107,38,86,17
18,15,51,21,81
17,36,82,53,45
157,238,55,112,62
145,498,51,67,202
145,75,236,22,21
114,268,55,67,121
25,497,53,412,498
64,157,412,121,59
266,267,110,875,131
55,92,107,238,145
8,67,81,202,86
222,101,412,555,31
81,17,202,33,234
157,21,236,81,141
523,53,21,81,17
420,54,122,82,31
81,412,67,222,55
89,555,80,147,50
107,104,110,74,96
238,34,8,17,202
238,19,99,157,64
99,25,43,350,117
51,145,67,18,24
92,99,114,17,74
53,79,12,497,412
114,19,11,32,9
157,245,84,105,141
77,69,202,18,51
55,157,69,84,777
518,131,99,103,3
202,67,15,45,99
141,84,157,56,107
69,517,13,777,61
157,24,64,122,86
117,54,40,16,32
777,45,10,9,38
238,19,102,91,157
122,86,24,420,82
92,141,86,69,107
85,238,157,31,134
38,238,55,119,29
77,203,19,20,105
236,119,67,14,222
30,45,90,31,35
202,412,3,201,84
126,58,266,122,13
114,84,23,8,24
157,105,17,67,45
166,412,517,26,45
32,50,111,86,33
38,45,101,91,245
9,25,16,99,53
157,11,31,777,45
412,12,53,104,497
13,34,31,222,10
8,23,24,157,38
141,6,59,14,102
77,41,12,517,58
145,110,51,150,18
91,19,157,141,45
89,16,497,25,143
235,41,81,30,498
114,157,91,24,498
119,29,35,107,67
107,64,28,20,56
64,107,121,11,246
6,111,63,412,32
99,101,22,161,81
1,40,412,92,67
82,141,24,10,11
122,23,48,141,11
107,157,18,55,21
40,117,350,412,121
22,51,202,110,81
37,14,516,102,98
202,106,101,420,412
99,412,101,555,51
55,92,23,84,38
9,28,41,60,36
64,145,498,79,81
55,141,497,62,23
104,64,75,48,37
161,157,67,23,777
223,89,53,11,497
141,102,99,19,498
412,16,53,77,99
412,89,99,222,202
35,14,79,350,105
150,25,12,16,412
412,17,81,117,45
99,41,497,202,25
81,145,555,498,98
157,64,412,81,238
25,36,103,157,69
238,157,39,45,81
350,25,40,267,37
16,40,267,63,117
235,142,99,350,518
157,164,55,122,777
84,112,18,81,10
28,19,80,235,35
141,157,84,777,122
164,99,254,32,157
157,67,64,81,29
121,64,412,429,99
37,103,27,54,518
876,19,99,101,134
37,143,117,89,16
111,53,86,89,106
67,236,202,81,498
99,498,117,222,40
141,9,202,157,154
55,22,86,555,145
126,55,84,39,412
145,67,81,498,29
11,4,38,64,238
86,69,161,121,59
154,56,18,19,54
55,38,84,18,67
8,157,131,11,84
13,7,69,45,103
37,63,17,12,235
51,222,22,145,202
238,92,91,39,202
45,412,517,157,53
777,55,238,64,157
202,235,101,64,141
85,141,105,63,133
55,131,103,15,202
112,13,42,166,10
91,157,81,92,119
62,202,236,99,13
202,55,157,107,555
107,92,29,157,64
55,38,81,13,11
40,12,117,157,350
157,107,238,29,202
84,238,497,157,143
236,81,777,157,64
24,5,141,14,157
141,53,245,91,126
120,32,19,25,2
122,119,202,18,157
55,555,164,84,39
105,41,14,81,51
141,64,222,106,245
67,105,131,22,51
122,105,412,99,24
161,6,24,99,45
157,92,64,55,238
53,141,157,202,6
55,157,64,11,84
41,107,238,141,517
236,80,20,266,122
141,10,50,19,122
99,16,350,117,267
412,21,134,51,63
18,51,145,15,22
432,81,497,17,113
57,31,16,106,75
104,81,29,145,53
163,222,55,145,254
131,517,105,39,246
18,202,236,17,51
28,234,20,25,45
55,45,234,53,142
9,78,48,203,83
81,145,157,17,67
99,25,21,89,222
99,267,110,360,103
121,64,141,5,107
63,117,51,89,15
114,64,39,121,157
133,98,67,145,86
157,202,555,141,238
254,17,68,143,32
84,35,141,236,17
202,67,21,145,111
81,145,18,51,236
141,23,31,36,107
238,55,245,92,119
157,55,80,39,99
62,131,104,58,157
235,37,51,11,236
157,11,360,21,99
14,20,10,25,45
51,81,18,202,21
99,127,43,22,17
41,6,32,80,54
67,202,41,157,29
268,131,112,59,127
86,55,141,99,145
777,266,157,67,84
131,245,121,134,9
55,498,119,141,64
21,81,498,75,236
1,141,24,29,38
24,67,59,53,45
266,6,82,875,516
161,69,238,84,134
126,64,60,81,107
57,3,53,20,25
99,555,497,235,89
202,81,235,104,16
157,202,8,145,104
99,518,555,84,498
23,58,29,117,67
17,6,31,516,420
238,39,53,236,86
157,141,53,99,39
8,91,10,266,92
202,35,98,166,119
90,45,54,86,122
6,81,875,122,82
29,497,99,131,141
157,64,141,9,50
99,67,111,63,45
238,145,234,64,81
99,45,21,28,141
25,39,115,20,99
238,157,107,92,141
77,202,64,3,157
145,266,202,81,21
1,75,63,11,98
122,58,157,126,23
26,117,40,25,99
240,53,555,89,111
76,432,145,555,81
55,777,18,6,84
64,67,412,157,145
145,157,64,236,84
67,92,238,157,99
245,35,64,157,81
29,79,141,67,4
161,81,104,35,9
412,99,150,51,53
412,67,236,145,53
11,122,150,141,75
67,68,145,38,18
238,157,161,81,51
8,136,427,50,117
69,154,59,498,72
7,69,101,18,90
25,267,350,222,99
143,25,53,1,21
141,19,110,24,498
42,103,8,55,99
62,24,81,412,157
23,164,82,77,141
420,25,63,56,101
25,161,99,89,555
121,35,11,1,107
143,53,25,40,89
420,157,24,105,238
6,86,145,29,54
120,102,32,67,24
157,55,412,84,81
75,126,53,268,777
518,25,28,142,16
238,38,39,69,7
412,64,121,157,222
75,141,157,51,222
96,154,81,15,21
51,145,67,202,412
55,8,92,127,412
92,41,55,101,142
39,131,103,106,141
53,55,101,412,238
122,238,555,64,79
203,145,67,202,141
164,875,86,234,122
30,875,82,29,63
131,29,3,15,81
62,99,120,876,19
77,33,29,235,14
157,11,23,14,8
157,245,81,517,22
99,81,498,61,51
55,92,157,84,238
432,201,412,497,89
420,86,75,41,6
29,107,64,157,101
427,157,150,17,202
11,75,122,141,31
266,141,157,64,107
412,122,420,266,202
202,41,51,236,67
92,222,67,236,157
107,51,67,202,81
157,119,202,7,39
121,154,113,2,14
99,55,8,245,238
19,83,28,5,62
141,254,17,119,150
202,81,51,498,115
40,16,25,145,81
22,32,9,86,235
238,67,141,145,360
92,121,103,81,84
64,157,141,412,222
267,16,37,117,350
223,23,121,24,81
11,145,18,141,67
141,11,99,122,245
29,54,75,80,30
240,117,234,202,164
55,58,43,99,711
55,157,22,141,222
245,67,236,238,19
202,222,267,36,51
157,79,101,238,7
157,412,246,39,141
141,157,11,245,75
62,67,24,22,122
119,122,67,157,222
21,222,78,18,202
238,21,157,67,245
119,15,39,67,29
26,91,17,98,101
83,86,21,81,45
117,40,267,497,412
107,119,64,35,202
498,145,21,25,51
555,497,412,99,201
202,51,110,21,18
24,157,119,23,11
412,516,20,202,89
89,44,39,555,103
157,11,412,24,105
67,64,236,157,412
157,238,39,67,236
63,44,111,3,14
99,267,16,37,117
112,61,64,80,104
222,21,51,114,78
34,131,61,1,114
150,78,39,141,876
43,12,29,117,143
55,67,202,157,86
142,39,101,18,84
36,19,234,11,5
222,120,67,11,157
107,77,67,157,17
99,16,53,412,25
11,238,99,157,222
43,99,103,21,81
238,412,157,107,24
238,21,555,86,875
92,39,67,114,24
6,223,516,29,106
238,64,55,202,39
141,121,120,102,202
497,16,117,25,40
63,58,141,5,89
555,202,412,80,875
64,67,157,29,39
74,119,55,11,29
432,99,161,26,69
122,157,164,6,236
40,86,119,111,202
67,157,64,245,236
25,143,111,22,99
157,39,64,7,238
84,62,517,85,35
18,29,67,81,202
498,203,145,429,103
41,122,516,497,266
238,157,75,412,82
157,24,45,223,17
64,24,41,39,157
117,99,16,45,350
412,238,55,9,157
11,202,141,555,245
136,38,517,14,121
89,99,98,45,75
67,29,92,81,236
202,235,25,43,51
8,202,17,23,9
14,55,82,48,27
131,157,777,141,517
222,67,119,145,11
64,150,104,6,79
202,81,29,21,429
555,89,53,101,497
141,105,75,11,23
82,6,10,75,67
19,44,157,5,21
432,240,101,235,85
202,201,25,3,50
222,51,236,67,18
143,25,40,8,43
145,555,497,498,99
1,498,77,42,22
145,53,202,412,141
157,67,31,22,86
245,142,234,202,164
131,56,105,11,80
145,202,81,141,22
238,38,777,121,68
78,59,23,39,24
17,11,86,235,18
11,39,9,121,141
238,157,164,64,54
16,99,412,12,90
99,157,53,64,103
107,41,202,67,51
11,64,157,48,67
141,11,102,77,120
67,145,236,51,81
92,55,157,114,67
350,267,40,117,37
55,122,91,8,157
412,201,267,103,150
245,119,22,67,105
157,75,238,79,122
107,60,92,102,28
412,201,53,64,40
51,64,145,202,777
120,106,236,131,84
267,11,19,99,121
33,122,20,154,91
67,64,104,236,76
157,17,105,497,86
245,254,203,201,84
157,121,236,54,238
86,875,202,157,122
33,62,101,75,99
157,24,238,107,103
81,29,429,145,18
92,157,412,117,16
555,157,119,141,202
202,22,24,75,157
48,120,131,201,45
236,157,202,81,29
145,222,202,81,235
117,131,267,143,103
11,64,17,120,19
161,17,15,145,43
245,131,143,412,102
145,157,498,360,92
157,64,238,75,11
99,69,61,103,7
58,41,164,6,14
238,518,235,157,222
143,25,267,99,235
29,119,131,18,51
105,412,117,53,104
51,121,236,8,157
157,164,24,235,114
64,107,245,121,11
35,63,53,26,45
8,141,17,11,516
111,113,9,223,89
41,122,75,11,19
222,39,875,11,555
497,555,412,18,43
157,202,67,121,45
412,98,57,64,39
555,89,63,267,497
234,238,99,81,104
25,44,432,497,201
64,7,236,131,498
267,117,43,99,16
50,13,82,84,141
141,412,5,32,555
86,157,121,38,11
201,111,497,117,25
107,64,99,412,555
157,39,41,55,145
103,166,81,236,28
421,254,104,5,56
99,16,147,37,267
51,22,67,202,236
145,122,266,67,96
245,4,84,157,98
141,103,164,19,145
102,222,81,432,555
555,126,157,12,13
64,11,157,106,154
141,202,429,51,18
39,84,131,58,55
55,67,99,84,25
11,13,26,24,23
8,39,104,112,120
111,555,12,25,53
202,157,67,104,23
412,235,497,141,526
18,45,15,11,53
31,80,54,53,19
55,157,238,122,91
86,121,39,32,81
164,51,81,121,35
131,518,777,69,84
555,89,55,202,114
161,45,141,91,113
99,25,21,22,267
412,18,236,202,145
150,17,83,122,126
18,67,202,429,119
81,145,202,51,67
98,81,202,39,122
67,51,122,11,202
11,24,19,2,62
92,43,53,55,99
63,150,105,45,9
105,157,67,145,498
518,45,8,147,711
55,92,245,91,238
875,777,7,122,82
161,69,21,25,14
157,238,67,92,75
84,55,45,61,238
83,254,19,48,106
234,141,64,2,517
86,157,23,122,36
63,141,84,91,59
555,157,45,235,222
421,412,24,98,53
121,141,161,113,24
202,51,236,21,29
238,64,82,517,236
51,67,61,150,157
35,21,17,8,53
67,119,202,29,236
28,254,19,78,141
55,63,72,89,18
202,81,21,96,145
107,64,412,157,236
145,523,51,22,498
86,69,63,122,126
238,245,105,64,24
67,81,51,157,412
67,268,117,1,131
157,24,64,161,412
17,555,53,43,157
157,64,412,11,238
107,238,157,41,29
27,11,75,81,105
555,141,84,203,875
64,145,81,412,498
161,254,56,62,120
84,45,89,16,11
64,113,81,157,102
412,28,8,234,104
86,81,236,29,202
266,29,14,81,3
99,142,34,147,45
29,131,119,412,111
119,51,23,67,157
236,119,64,81,67
412,111,53,25,21
48,150,61,43,26
161,99,711,63,101
41,86,164,114,92
110,22,202,145,222
11,86,59,80,238
142,246,16,79,81
16,26,51,89,99
53,63,236,80,22
7,39,64,69,517
202,67,81,157,51
122,53,236,86,157
126,157,141,20,91
119,29,67,18,19
141,222,202,51,110
267,37,99,412,254
69,157,81,119,236
157,145,67,29,75
110,105,145,412,3
9,134,61,498,64
14,99,145,64,157
10,67,157,105,22
63,161,104,115,875
86,31,36,45,119
222,202,350,111,141
81,222,145,22,51
64,55,202,412,157
412,497,157,202,555
31,75,45,516,1
497,412,40,25,117
81,412,113,57,64
497,19,12,238,91
157,238,166,101,14
161,17,157,35,122
53,555,497,25,412
7,42,84,517,236
145,498,222,875,223
79,62,107,234,245
29,21,51,64,119
96,64,119,122,41
497,412,16,64,267
518,19,55,83,28
105,54,134,38,126
157,432,67,45,412
238,107,64,141,92
161,141,61,101,99
157,55,141,67,39
157,29,145,11,81
79,164,421,9,154
69,222,67,145,202
266,26,5,10,36
55,69,141,157,19
267,350,43,134,25
238,268,84,39,245
21,61,84,222,22
35,28,141,142,245
40,25,43,12,497
34,21,29,245,202
245,121,555,28,11
16,143,51,267,133
69,64,39,55,157
81,67,498,157,145
60,141,20,11,24
105,11,157,245,99
117,202,12,44,40
141,84,875,102,3
53,201,43,111,555
238,141,112,122,120
141,202,157,142,81
67,222,157,236,202
11,28,29,141,107
40,497,117,267,25
142,157,55,84,238
157,45,17,55,39
6,141,82,875,266
147,53,412,12,143
157,69,161,67,498
157,64,84,238,39
12,86,497,555,222
164,24,122,41,150
29,54,555,202,81
91,202,238,50,157
11,157,222,141,145
143,106,201,497,82
40,412,16,201,12
145,51,81,202,18
157,92,266,29,24
9,5,24,54,11
157,11,238,107,122
99,222,103,51,21
157,45,238,23,86
84,99,92,28,523
67,266,222,10,523
35,75,8,33,103
117,111,350,267,412
64,157,58,39,126
69,23,161,62,157
161,25,412,99,53
157,64,246,777,92
103,99,86,11,147
141,238,202,236,157
107,157,164,29,64
81,236,103,55,157
11,19,77,72,56
64,55,121,39,24
92,39,81,360,164
516,164,83,202,114
142,147,235,876,523
64,157,238,55,234
75,86,23,54,83
161,69,86,43,134
161,777,39,69,79
92,157,91,64,246
201,89,12,497,412
157,236,81,64,238
28,145,104,81,203
45,126,203,157,64
107,157,121,24,11
28,145,82,56,39
61,92,98,99,45
154,157,777,245,6
19,120,64,13,134
45,122,157,67,58
157,75,122,202,57
81,150,145,67,236
143,37,25,16,28
222,92,1,18,67
157,18,17,99,22
119,39,64,62,41
80,157,11,106,238
21,234,22,360,111
202,67,81,145,17
41,84,5,157,238
24,35,11,64,5
145,202,29,412,67
222,76,145,21,498
412,432,53,35,117
103,350,267,99,25
420,24,254,58,141
122,121,875,11,64
119,412,81,51,145
240,412,119,67,105
360,412,202,498,238
134,122,45,34,99
67,55,236,498,21
122,24,75,254,110
11,412,64,25,99
238,555,360,53,166
157,412,86,12,141
18,40,58,11,36
222,51,202,119,498
157,164,8,114,517
157,145,222,141,245
141,64,238,119,11
92,222,67,119,81
266,412,154,202,48
99,28,69,412,163
28,122,19,121,24
136,117,887,114,103
202,245,238,412,222
80,91,23,75,90
55,12,25,117,235
81,142,21,202,145
245,121,161,157,64
12,14,26,267,223
266,555,6,875,86
238,18,157,84,39
157,121,238,202,64
141,104,145,79,157
157,67,360,86,35
497,105,412,201,25
84,555,238,711,7
40,555,28,223,85
497,222,105,141,44
122,157,86,141,19
202,236,145,141,67
55,24,157,238,64
143,142,498,25,103
55,157,62,11,86
69,143,35,81,122
134,238,84,39,61
236,18,145,64,81
238,35,161,245,19
58,83,75,62,38
161,236,31,22,136
55,22,157,119,81
104,64,76,246,28
79,35,14,133,157
202,18,145,51,21
99,7,142,92,114
202,54,254,50,222
51,222,99,117,14
432,498,26,12,89
412,117,1,12,40
157,69,17,112,238
101,19,53,161,103
8,91,75,17,11
238,11,19,45,122
40,51,22,59,114
21,202,51,141,67
53,86,12,157,75
119,157,412,202,64
145,99,157,81,22
117,202,12,64,141
121,245,141,412,45
157,81,67,13,145
157,238,99,55,8
107,157,238,98,164
64,157,81,517,142
202,21,51,517,245
245,133,10,75,555
102,238,777,157,245
83,17,75,33,86
84,164,103,112,157
222,21,498,202,141
117,40,267,99,350
92,35,238,157,64
555,412,157,75,19
432,78,63,21,111
141,64,35,238,157
202,29,69,203,157
92,107,64,120,121
107,157,67,412,238
350,44,16,111,497
7,105,81,117,8
11,238,29,122,157
157,11,55,141,91
15,81,51,22,145
14,6,106,19,104
202,145,81,51,18
69,7,202,13,4
157,238,29,62,55
267,58,54,81,34
64,107,245,11,141
82,54,134,91,80
99,222,81,202,145
67,75,10,157,39
157,238,55,81,84
164,84,67,24,114
141,157,238,122,236
412,432,25,53,111
8,6,18,21,45
157,62,238,266,122
412,99,12,98,555
21,202,51,222,67
238,157,81,17,78
24,113,64,84,2
202,110,51,101,22
6,105,23,107,141
84,33,89,157,86
157,238,11,82,141
41,157,122,16,91
51,145,15,21,498
9,122,45,86,82
34,105,39,13,518
1,516,145,45,16
43,117,21,267,45
412,497,555,12,223
157,122,98,11,86
89,498,3,412,111
55,157,81,238,92
141,75,238,110,145
89,235,99,267,497
145,39,81,222,64
55,11,64,157,202
202,114,29,81,164
58,517,150,79,99
75,9,122,31,17
161,7,81,777,99
266,82,420,14,240
37,16,25,99,117
235,17,11,141,10
55,157,238,105,134
254,32,56,89,102
238,157,55,141,245
122,157,875,223,35
145,141,11,157,131
113,19,22,32,91
91,157,875,107,120
33,105,154,36,517
17,64,142,157,115
236,67,21,145,39
141,412,28,82,350
121,91,238,203,11
412,555,121,235,85
111,555,19,412,429
8,22,202,245,64
19,202,77,245,6
157,27,6,202,122
420,115,57,526,63
69,161,157,39,145
103,117,99,498,55
41,77,106,202,75
157,238,122,222,141
50,3,44,12,105
427,24,20,235,113
157,875,161,81,69
64,142,84,157,67
157,104,24,39,875
19,11,28,141,56
43,267,117,40,16
121,78,131,103,89
11,81,157,22,105
145,81,18,202,67
54,114,91,98,164
157,113,238,11,412
119,29,18,236,75
131,63,84,101,41
20,245,876,59,120
63,113,117,67,10
8,238,13,157,55
43,45,75,89,32
34,268,107,157,238
11,44,119,157,20
202,268,36,112,81
202,19,51,86,21
61,42,7,38,13
119,21,222,67,19
141,145,79,236,202
161,58,103,82,86
145,55,427,104,131
84,236,64,58,104
80,102,114,142,28
267,117,222,21,99
202,246,145,81,141
28,33,11,245,24
19,555,432,141,9
45,9,5,26,43
202,114,236,81,360
55,96,67,360,22
27,51,145,222,80
101,7,245,4,55
3,99,131,54,101
202,145,67,81,157
121,141,32,59,254
